EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country
AEW-721,2023-08-30,AEW,AEW Rampage,AEW Rampage #108,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA
AEW-720,2023-08-27,AEW,AEW All In London  Zero Hour,AEW All In London 2023 - Zero Hour,Televised,"London, England, UK",London,England,UK
AEW-719,2023-08-27,AEW,AEW All In London,AEW All In London 2023,PLE/PPV,"London, England, UK",London,England,UK
AEW-718,2023-08-23,AEW,AEW Dynamite,AEW Dynamite #203 - Fyter Fest 2023,Televised,"Duluth, Georgia, USA",Duluth,Georgia,USA
AEW-717,2023-08-23,AEW,AEW Collision,AEW Collision #11 - Fyter Fest 2023,Televised,"Duluth, Georgia, USA",Duluth,Georgia,USA
AEW-716,2023-08-19,AEW,AEW Rampage,AEW Rampage #107 - Fyter Fest 2023,Televised,"Lexington, Kentucky, USA",Lexington,Kentucky,USA
AEW-715,2023-08-19,AEW,AEW Collision,AEW Collision #10 - Fight For The Fallen 2023,Televised,"Lexington, Kentucky, USA",Lexington,Kentucky,USA
AEW-714,2023-08-16,AEW,AEW Dynamite,AEW Dynamite #202 - Fight For The Fallen 2023,Televised,"Nashville, Tennessee, USA",Nashville,Tennessee,USA
AEW-713,2023-08-16,AEW,AEW Rampage,AEW Rampage #106 - Fight For The Fallen 2023,Televised,"Nashville, Tennessee, USA",Nashville,Tennessee,USA
AEW-712,2023-08-12,AEW,AEW Collision,AEW Collision #9,Televised,"Greensboro, North Carolina, USA",Greensboro,North Carolina,USA
AEW-711,2023-08-09,AEW,AEW Rampage,AEW Rampage #105,Televised,"Columbus, Ohio, USA",Columbus,Ohio,USA
AEW-710,2023-08-09,AEW,AEW Dynamite,AEW Dynamite #201,Televised,"Columbus, Ohio, USA",Columbus,Ohio,USA
AEW-709,2023-08-05,AEW,AEW Collision,AEW Collision #8,Televised,"Greenville, South Carolina, USA",Greenville,South Carolina,USA
AEW-708,2023-08-02,AEW,AEW Dynamite,AEW Dynamite #200,Televised,"Tampa, Florida, USA",Tampa,Florida,USA
AEW-707,2023-08-02,AEW,AEW Rampage,AEW Rampage #104,Televised,"Tampa, Florida, USA",Tampa,Florida,USA
AEW-706,2023-07-29,AEW,AEW Collision,AEW Collision #7,Televised,"Hartford, Connecticut, USA",Hartford,Connecticut,USA
AEW-705,2023-07-26,AEW,AEW Dynamite,AEW Dynamite #199,Televised,"Albany, New York, USA",Albany,New York,USA
AEW-704,2023-07-26,AEW,AEW Rampage,AEW Rampage #103,Televised,"Albany, New York, USA",Albany,New York,USA
AEW-703,2023-07-22,AEW,AEW Collision,AEW Collision #6,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA
AEW-702,2023-07-19,AEW,AEW Dynamite,AEW Dynamite #198 - Blood & Guts 2023,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
AEW-701,2023-07-19,AEW,AEW Rampage,AEW Rampage #102 - Royal Rampage 2023,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
AEW-700,2023-07-15,AEW,AEW Collision,AEW Collision #5,Televised,"Calgary, Alberta, Canada",Calgary,Alberta,Canada
AEW-699,2023-07-15,AEW,AEW Battle Of The Belts,AEW Battle Of The Belts VII,Televised,"Calgary, Alberta, Canada",Calgary,Alberta,Canada
AEW-698,2023-07-12,AEW,AEW Dynamite,AEW Dynamite #197,Televised,"Saskatoon, Saskatchewan, Canada",Saskatoon,Saskatchewan,Canada
AEW-697,2023-07-12,AEW,AEW Rampage,AEW Rampage #101,Televised,"Saskatoon, Saskatchewan, Canada",Saskatoon,Saskatchewan,Canada
AEW-696,2023-07-08,AEW,AEW Collision,AEW Collision #4,Televised,"Regina, Saskatchewan, Canada",Regina,Saskatchewan,Canada
AEW-695,2023-07-05,AEW,AEW Rampage,AEW Rampage #100,Televised,"Edmonton, Alberta, Canada",Edmonton,Alberta,Canada
AEW-694,2023-07-05,AEW,AEW Dynamite,AEW Dynamite #196,Televised,"Edmonton, Alberta, Canada",Edmonton,Alberta,Canada
AEW-693,2023-06-29,AEW,AEW Collision,AEW Collision #3,Televised,"Hamilton, Ontario, Canada",Hamilton,Ontario,Canada
AEW-692,2023-06-28,AEW,AEW Rampage,AEW Rampage #99,Televised,"Hamilton, Ontario, Canada",Hamilton,Ontario,Canada
AEW-691,2023-06-28,AEW,AEW Dynamite,AEW Dynamite #195,Televised,"Hamilton, Ontario, Canada",Hamilton,Ontario,Canada
AEW-690,2023-06-25,AEW,AEW/NJPW Forbidden Door,AEW/NJPW Forbidden Door 2023,PLE/PPV,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-689,2023-06-25,AEW,AEW/NJPW Forbidden Door  Zero Hour,AEW/NJPW Forbidden Door 2023 - Zero Hour,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-688,2023-06-24,AEW,AEW Collision,AEW Collision #2,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-687,2023-06-21,AEW,AEW Dynamite,AEW Dynamite #194,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
AEW-686,2023-06-21,AEW,AEW Rampage,AEW Rampage #98,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
AEW-685,2023-06-17,AEW,AEW Collision,AEW Collision #1,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
AEW-684,2023-06-14,AEW,AEW Rampage,AEW Rampage #97,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
AEW-683,2023-06-14,AEW,AEW Dynamite,AEW Dynamite #193,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
AEW-682,2023-06-07,AEW,AEW Dynamite,AEW Dynamite #192,Televised,"Colorado Springs, Colorado, USA",Colorado Springs,Colorado,USA
AEW-681,2023-06-07,AEW,AEW Rampage,AEW Rampage #96,Televised,"Colorado Springs, Colorado, USA",Colorado Springs,Colorado,USA
AEW-680,2023-06-03,AEW,AEW House Rules Tour,AEW House Rules Tour,Non-Televised,"Huntsville, Alabama, USA",Huntsville,Alabama,USA
AEW-679,2023-06-02,AEW,AEW House Rules Tour,AEW House Rules Tour,Non-Televised,"Tupelo, Mississippi, USA",Tupelo,Mississippi,USA
AEW-678,2023-05-31,AEW,AEW Dynamite,AEW Dynamite #191,Televised,"San Diego, California, USA",San Diego,California,USA
AEW-677,2023-05-31,AEW,AEW Rampage,AEW Rampage #95 - Championship Friday,Televised,"San Diego, California, USA",San Diego,California,USA
AEW-676,2023-05-28,AEW,AEW Double Or Nothing  The Buy In,AEW Double Or Nothing 2023 - The Buy In,Televised,"Paradise, Nevada, USA",Paradise,Nevada,USA
AEW-675,2023-05-28,AEW,AEW Double Or Nothing,AEW Double Or Nothing 2023,PLE/PPV,"Paradise, Nevada, USA",Paradise,Nevada,USA
AEW-674,2023-05-24,AEW,AEW Dynamite,AEW Dynamite #190,Televised,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA
AEW-673,2023-05-24,AEW,AEW Rampage,AEW Rampage #94,Televised,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA
AEW-672,2023-05-17,AEW,AEW Rampage,AEW Rampage #93,Televised,"Austin, Texas, USA",Austin,Texas,USA
AEW-671,2023-05-17,AEW,AEW Dynamite,AEW Dynamite #189,Televised,"Austin, Texas, USA",Austin,Texas,USA
AEW-670,2023-05-13,AEW,AEW House Rules Tour,AEW House Rules Tour,Non-Televised,"Salem, Virginia, USA",Salem,Virginia,USA
AEW-669,2023-05-12,AEW,AEW House Rules Tour,AEW House Rules Tour,Non-Televised,"Corbin, Kentucky, USA",Corbin,Kentucky,USA
AEW-668,2023-05-10,AEW,AEW Dynamite,AEW Dynamite #188,Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
AEW-667,2023-05-10,AEW,AEW Rampage,AEW Rampage #92,Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
AEW-666,2023-05-03,AEW,AEW Dynamite,AEW Dynamite #187,Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA
AEW-665,2023-05-03,AEW,AEW Rampage,AEW Rampage #91,Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA
AEW-664,2023-04-26,AEW,AEW Rampage,AEW Rampage #90,Televised,"Sunrise, Florida, USA",Sunrise,Florida,USA
AEW-663,2023-04-26,AEW,AEW Dynamite,AEW Dynamite #186,Televised,"Sunrise, Florida, USA",Sunrise,Florida,USA
AEW-662,2023-04-24,AEW,AEW Dark Elevation,AEW Dark: Elevation #112 - Best Of Elevation,Televised,USA,USA,USA,USA
AEW-661,2023-04-19,AEW,AEW Rampage,AEW Rampage #89,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA
AEW-660,2023-04-19,AEW,AEW Dynamite,AEW Dynamite #185,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA
AEW-659,2023-04-12,AEW,AEW Dynamite,AEW Dynamite #184,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA
AEW-658,2023-04-12,AEW,AEW Rampage,AEW Rampage #88,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA
AEW-657,2023-04-07,AEW,AEW Rampage,AEW Rampage #87,Televised,"Kingston, Rhode Island, USA",Kingston,Rhode Island,USA
AEW-656,2023-04-07,AEW,AEW Battle Of The Belts,AEW Battle Of The Belts VI,Televised,"Kingston, Rhode Island, USA",Kingston,Rhode Island,USA
AEW-655,2023-04-05,AEW,AEW Dark Elevation,AEW Dark: Elevation #111,Televised,"Elmont, New York, USA",Elmont,New York,USA
AEW-654,2023-04-05,AEW,AEW Dark Elevation,AEW Dark: Elevation #110,Televised,"Elmont, New York, USA",Elmont,New York,USA
AEW-653,2023-04-05,AEW,AEW Dynamite,AEW Dynamite #183,Televised,"Elmont, New York, USA",Elmont,New York,USA
AEW-652,2023-03-29,AEW,AEW Rampage,AEW Rampage #86,Televised,"St. Louis, Missouri, USA",St. Louis,Missouri,USA
AEW-651,2023-03-29,AEW,AEW Dynamite,AEW Dynamite #182,Televised,"St. Louis, Missouri, USA",St. Louis,Missouri,USA
AEW-650,2023-03-24,AEW,AEW Dark Elevation,AEW Dark: Elevation #109,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-649,2023-03-24,AEW,AEW Dark,AEW Dark #190,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-648,2023-03-24,AEW,AEW Dark,AEW Dark #191,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-647,2023-03-24,AEW,AEW Dark,AEW Dark #192,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-646,2023-03-24,AEW,AEW Dark,AEW Dark #193,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-645,2023-03-22,AEW,AEW Rampage,AEW Rampage #85,Televised,"Independence, Missouri, USA",Independence,Missouri,USA
AEW-644,2023-03-22,AEW,AEW Dynamite,AEW Dynamite #181,Televised,"Independence, Missouri, USA",Independence,Missouri,USA
AEW-643,2023-03-22,AEW,AEW Dark Elevation,AEW Dark: Elevation #108,Televised,"Independence, Missouri, USA",Independence,Missouri,USA
AEW-642,2023-03-18,AEW,AEW House Rules Tour,AEW House Rules Tour,Non-Televised,"Troy, Ohio, USA",Troy,Ohio,USA
AEW-641,2023-03-15,AEW,AEW Dark Elevation,AEW Dark: Elevation #107,Televised,"Winnipeg, Manitoba, Canada",Winnipeg,Manitoba,Canada
AEW-640,2023-03-15,AEW,AEW Dynamite,AEW Dynamite #180,Televised,"Winnipeg, Manitoba, Canada",Winnipeg,Manitoba,Canada
AEW-639,2023-03-15,AEW,AEW Rampage,AEW Rampage #84 - St. Patrick's Day Slam 2023,Televised,"Winnipeg, Manitoba, Canada",Winnipeg,Manitoba,Canada
AEW-638,2023-03-08,AEW,AEW Rampage,AEW Rampage #83,Televised,"Sacramento, California, USA",Sacramento,California,USA
AEW-637,2023-03-08,AEW,AEW Dark Elevation,AEW Dark: Elevation #106,Televised,"Sacramento, California, USA",Sacramento,California,USA
AEW-636,2023-03-08,AEW,AEW Dynamite,AEW Dynamite #179,Televised,"Sacramento, California, USA",Sacramento,California,USA
AEW-635,2023-03-05,AEW,AEW Revolution  Zero Hour,AEW Revolution 2023 - Zero Hour,Televised,"San Francisco, California, USA",San Francisco,California,USA
AEW-634,2023-03-05,AEW,AEW Revolution,AEW Revolution 2023,PLE/PPV,"San Francisco, California, USA",San Francisco,California,USA
AEW-633,2023-03-03,AEW,AEW Rampage,AEW Rampage #82,Televised,"Daly City, California, USA",Daly City,California,USA
AEW-632,2023-03-03,AEW,AEW Dark,AEW Dark #186,Televised,"Daly City, California, USA",Daly City,California,USA
AEW-631,2023-03-03,AEW,AEW Dark,AEW Dark Special #2,Televised,"Daly City, California, USA",Daly City,California,USA
AEW-630,2023-03-01,AEW,AEW Dynamite,AEW Dynamite #178,Televised,"Daly City, California, USA",Daly City,California,USA
AEW-629,2023-03-01,AEW,AEW Dark Elevation,AEW Dark: Elevation #105,Televised,"Daly City, California, USA",Daly City,California,USA
AEW-628,2023-02-26,AEW,AEW Dark,AEW Dark #187,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-627,2023-02-26,AEW,AEW Dark,AEW Dark #188,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-626,2023-02-26,AEW,AEW Dark,AEW Dark #189,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-625,2023-02-22,AEW,AEW Dynamite,AEW Dynamite #177,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
AEW-624,2023-02-22,AEW,AEW Dark Elevation,AEW Dark: Elevation #104,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
AEW-623,2023-02-22,AEW,AEW Rampage,AEW Rampage #81,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
AEW-622,2023-02-15,AEW,AEW Rampage,AEW Rampage #80 - Slam Dunk 2023,Televised,"Laredo, Texas, USA",Laredo,Texas,USA
AEW-621,2023-02-15,AEW,AEW Dark Elevation,AEW Dark: Elevation #103,Televised,"Laredo, Texas, USA",Laredo,Texas,USA
AEW-620,2023-02-15,AEW,AEW Dynamite,AEW Dynamite #176,Televised,"Laredo, Texas, USA",Laredo,Texas,USA
AEW-619,2023-02-08,AEW,AEW Rampage,AEW Rampage #79,Televised,"El Paso, Texas, USA",El Paso,Texas,USA
AEW-618,2023-02-08,AEW,AEW Dark Elevation,AEW Dark: Elevation #102,Televised,"El Paso, Texas, USA",El Paso,Texas,USA
AEW-617,2023-02-08,AEW,AEW Dynamite,AEW Dynamite #175 - Championship Fight Night,Televised,"El Paso, Texas, USA",El Paso,Texas,USA
AEW-616,2023-02-05,AEW,Jericho Cruise,Jericho Cruise 2023,Non-Televised,USA,USA,USA,USA
AEW-615,2023-02-04,AEW,Jericho Cruise,Jericho Cruise 2023,Non-Televised,USA,USA,USA,USA
AEW-614,2023-02-03,AEW,Jericho Cruise,Jericho Cruise 2023,Non-Televised,USA,USA,USA,USA
AEW-613,2023-02-02,AEW,Jericho Cruise,Jericho Cruise 2023,Non-Televised,USA,USA,USA,USA
AEW-612,2023-02-01,AEW,AEW Dynamite,AEW Dynamite #174,Televised,"Dayton, Ohio, USA",Dayton,Ohio,USA
AEW-611,2023-02-01,AEW,AEW Rampage,AEW Rampage #78,Televised,"Dayton, Ohio, USA",Dayton,Ohio,USA
AEW-610,2023-02-01,AEW,AEW Dark Elevation,AEW Dark: Elevation #101,Televised,"Dayton, Ohio, USA",Dayton,Ohio,USA
AEW-609,2023-01-28,AEW,AEW Dark,AEW Dark #184,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-608,2023-01-28,AEW,AEW Dark,AEW Dark #182,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-607,2023-01-28,AEW,AEW Dark,AEW Dark #183,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-606,2023-01-28,AEW,AEW Dark,AEW Dark #181,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-605,2023-01-28,AEW,AEW Dark,AEW Dark #185,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-604,2023-01-25,AEW,AEW Rampage,AEW Rampage #77,Televised,"Lexington, Kentucky, USA",Lexington,Kentucky,USA
AEW-603,2023-01-25,AEW,AEW Dynamite,AEW Dynamite #173,Televised,"Lexington, Kentucky, USA",Lexington,Kentucky,USA
AEW-602,2023-01-25,AEW,AEW Dark Elevation,AEW Dark: Elevation #100,Televised,"Lexington, Kentucky, USA",Lexington,Kentucky,USA
AEW-601,2023-01-18,AEW,AEW Dynamite,AEW Dynamite #172,Televised,"Fresno, California, USA",Fresno,California,USA
AEW-600,2023-01-18,AEW,AEW Rampage,AEW Rampage #76,Televised,"Fresno, California, USA",Fresno,California,USA
AEW-599,2023-01-18,AEW,AEW Dark Elevation,AEW Dark: Elevation #99,Televised,"Fresno, California, USA",Fresno,California,USA
AEW-598,2023-01-11,AEW,AEW Dynamite,AEW Dynamite #171,Televised,"Inglewood, California, USA",Inglewood,California,USA
AEW-597,2023-01-11,AEW,AEW Rampage,AEW Rampage #75,Televised,"Inglewood, California, USA",Inglewood,California,USA
AEW-596,2023-01-11,AEW,AEW Dark Elevation,AEW Dark: Elevation #98,Televised,"Inglewood, California, USA",Inglewood,California,USA
AEW-595,2023-01-06,AEW,AEW Rampage,AEW Rampage #74,Televised,"Portland, Oregon, USA",Portland,Oregon,USA
AEW-594,2023-01-06,AEW,AEW Battle Of The Belts,AEW Battle Of The Belts V,Televised,"Portland, Oregon, USA",Portland,Oregon,USA
AEW-593,2023-01-06,AEW,AEW Dark,AEW Dark #179,Televised,"Portland, Oregon, USA",Portland,Oregon,USA
AEW-592,2023-01-06,AEW,AEW Dark,AEW Dark #178,Televised,"Portland, Oregon, USA",Portland,Oregon,USA
AEW-591,2023-01-04,AEW,AEW Dynamite,AEW Dynamite #170,Televised,"Seattle, Washington, USA",Seattle,Washington,USA
AEW-590,2023-01-04,AEW,AEW Dark Elevation,AEW Dark: Elevation #97,Televised,"Seattle, Washington, USA",Seattle,Washington,USA
AEW-589,2022-12-28,AEW,AEW Dark Elevation,AEW Dark: Elevation #96,Televised,"Broomfield, Colorado, USA",Broomfield,Colorado,USA
AEW-588,2022-12-28,AEW,AEW Rampage,AEW Rampage #73 - New Year's Smash 2022,Televised,"Broomfield, Colorado, USA",Broomfield,Colorado,USA
AEW-587,2022-12-28,AEW,AEW Dynamite,AEW Dynamite #169 - New Year's Smash 2022,Televised,"Broomfield, Colorado, USA",Broomfield,Colorado,USA
AEW-586,2022-12-21,AEW,AEW Dynamite,AEW Dynamite #168 - Holiday Bash 2022,Televised,"San Antonio, Texas, USA",San Antonio,Texas,USA
AEW-585,2022-12-21,AEW,AEW Rampage,AEW Rampage #72 - Holiday Bash 2022,Televised,"San Antonio, Texas, USA",San Antonio,Texas,USA
AEW-584,2022-12-21,AEW,AEW Dark Elevation,AEW Dark: Elevation #95,Televised,"San Antonio, Texas, USA",San Antonio,Texas,USA
AEW-583,2022-12-17,AEW,AEW Dark,AEW Dark #177,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-582,2022-12-17,AEW,AEW Dark,AEW Dark #175,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-581,2022-12-17,AEW,AEW Dark,AEW Dark #176,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-580,2022-12-17,AEW,AEW Dark,AEW Dark #180,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
AEW-579,2022-12-14,AEW,AEW Dynamite,AEW Dynamite #167 - Winter Is Coming 2022,Televised,"Garland, Texas, USA",Garland,Texas,USA
AEW-578,2022-12-14,AEW,AEW Rampage,AEW Rampage #71,Televised,"Garland, Texas, USA",Garland,Texas,USA
AEW-577,2022-12-14,AEW,AEW Dark Elevation,AEW Dark: Elevation #94,Televised,"Garland, Texas, USA",Garland,Texas,USA
AEW-576,2022-12-07,AEW,AEW Rampage,AEW Rampage #70,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA
AEW-575,2022-12-07,AEW,AEW Dark Elevation,AEW Dark: Elevation #93,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA
AEW-574,2022-12-07,AEW,AEW Dark Elevation,AEW Dark: Elevation #92B,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA
AEW-573,2022-12-07,AEW,AEW Dynamite,AEW Dynamite #166,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA
AEW-572,2022-11-30,AEW,AEW Dynamite,AEW Dynamite #165,Televised,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA
AEW-571,2022-11-30,AEW,AEW Rampage,AEW Rampage #69,Televised,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA
AEW-570,2022-11-30,AEW,AEW Dark Elevation,AEW Dark: Elevation #92,Televised,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA
AEW-569,2022-11-23,AEW,AEW Dynamite,AEW Dynamite #164 - Thanksgiving Eve 2022,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
AEW-568,2022-11-23,AEW,AEW Rampage,AEW Rampage #68 - Black Friday 2022,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
AEW-567,2022-11-23,AEW,AEW Dark Elevation,AEW Dark: Elevation #91,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
AEW-566,2022-11-19,AEW,AEW Full Gear  Zero Hour,AEW Full Gear 2022 - Zero Hour,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA
AEW-565,2022-11-19,AEW,AEW Full Gear,AEW Full Gear 2022,PLE/PPV,"Newark, New Jersey, USA",Newark,New Jersey,USA
AEW-564,2022-11-18,AEW,AEW Rampage,AEW Rampage #67,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA
AEW-563,2022-11-18,AEW,AEW Dark,AEW Dark #172,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA
AEW-562,2022-11-18,AEW,AEW Dark,AEW Dark #171,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA
AEW-561,2022-11-16,AEW,AEW Dynamite,AEW Dynamite #163,Televised,"Bridgeport, Connecticut, USA",Bridgeport,Connecticut,USA
AEW-560,2022-11-16,AEW,AEW Dark Elevation,AEW Dark: Elevation #90,Televised,"Bridgeport, Connecticut, USA",Bridgeport,Connecticut,USA
AEW-559,2022-11-09,AEW,AEW Rampage,AEW Rampage #66,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
AEW-558,2022-11-09,AEW,AEW Dark Elevation,AEW Dark: Elevation #89,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
AEW-557,2022-11-09,AEW,AEW Dynamite,AEW Dynamite #162,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
AEW-556,2022-11-04,AEW,AEW Dark,AEW Dark #173,Televised,"Atlantic City, New Jersey, USA",Atlantic City,New Jersey,USA
AEW-555,2022-11-04,AEW,AEW Dark,AEW Dark #174,Televised,"Atlantic City, New Jersey, USA",Atlantic City,New Jersey,USA
AEW-554,2022-11-04,AEW,AEW Rampage,AEW Rampage #65,Televised,"Atlantic City, New Jersey, USA",Atlantic City,New Jersey,USA
AEW-553,2022-11-02,AEW,AEW Dynamite,AEW Dynamite #161,Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA
AEW-552,2022-11-02,AEW,AEW Dark Elevation,AEW Dark: Elevation #88,Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA
AEW-551,2022-10-28,AEW,AEW Rampage,AEW Rampage #64,Televised,"Uncasville, Connecticut, USA",Uncasville,Connecticut,USA
AEW-550,2022-10-28,AEW,AEW Dark,AEW Dark #170,Televised,"Uncasville, Connecticut, USA",Uncasville,Connecticut,USA
AEW-549,2022-10-28,AEW,AEW Dark,AEW Dark #168,Televised,"Uncasville, Connecticut, USA",Uncasville,Connecticut,USA
AEW-548,2022-10-26,AEW,AEW Dynamite,AEW Dynamite #160,Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA
AEW-547,2022-10-26,AEW,AEW Dark Elevation,AEW Dark: Elevation #87,Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA
AEW-546,2022-10-21,AEW,AEW Rampage,AEW Rampage #63,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
AEW-545,2022-10-21,AEW,AEW Dark,AEW Dark #169,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
AEW-544,2022-10-18,AEW,AEW Dynamite,AEW Dynamite #159 - Title Tuesday 2022,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA
AEW-543,2022-10-18,AEW,AEW Dark Elevation,AEW Dark: Elevation #86,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA
AEW-542,2022-10-13,AEW,AEW Rampage,AEW Rampage #62,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-541,2022-10-13,AEW,AEW Dark,AEW Dark #167,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-540,2022-10-13,AEW,AEW Dark,AEW Dark #166,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-539,2022-10-12,AEW,AEW Dynamite,AEW Dynamite #158,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-538,2022-10-12,AEW,AEW Dark Elevation,AEW Dark: Elevation #85,Televised,"Toronto, Ontario, Canada",Toronto,Ontario,Canada
AEW-537,2022-10-07,AEW,AEW Battle Of The Belts,AEW Battle Of The Belts IV,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
AEW-536,2022-10-07,AEW,AEW Rampage,AEW Rampage #61,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
AEW-535,2022-10-07,AEW,AEW Dark,AEW Dark #165,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
AEW-534,2022-10-05,AEW,AEW Dark Elevation,AEW Dark: Elevation #84,Televised,"Washington, District of Columbia, USA",Washington,District of Columbia,USA
AEW-533,2022-10-05,AEW,AEW Dynamite,AEW Dynamite #157 -  Anniversary 2022,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
AEW-532,2022-09-28,AEW,AEW Dynamite,AEW Dynamite #156,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
AEW-531,2022-09-28,AEW,AEW Rampage,AEW Rampage #60,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
AEW-530,2022-09-28,AEW,AEW Dark Elevation,AEW Dark: Elevation #83,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
AEW-529,2022-09-21,AEW,AEW Dynamite,AEW Dynamite #155 - Grand Slam 2022,Televised,"New York City, New York, USA",New York City,New York,USA
AEW-528,2022-09-21,AEW,AEW Rampage,AEW Rampage #59 - Grand Slam 2022,Televised,"New York City, New York, USA",New York City,New York,USA
AEW-527,2022-09-21,AEW,AEW Dark Elevation,AEW Dark: Elevation #82,Televised,"New York City, New York, USA",New York City,New York,USA
AEW-526,2022-09-18,AEW,AEW Fight Forever @ Tokyo Game Show,AEW Fight Forever @ Tokyo Game Show,Non-Televised,"Chiba, Japan",Chiba,Japan,USA
AEW-525,2022-09-17,AEW,AEW Fight Forever @ Tokyo Game Show,AEW Fight Forever @ Tokyo Game Show,Non-Televised,"Chiba, Japan",Chiba,Japan,USA
AEW-524,2022-09-16,AEW,AEW Fight Forever @ Tokyo Game Show,AEW Fight Forever @ Tokyo Game Show,Non-Televised,"Chiba, Japan",Chiba,Japan,USA
