EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country
WWE-2943,2019-03-04,WWE,WWE Live,WWE Live,Non-Televised,"White Plains, New York, USA",White Plains,New York,USA
WWE-2942,2019-03-04,WWE,WWE Main Event,WWE Main Event #336,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
WWE-2941,2019-03-03,WWE,WWE Live,WWE Live,Non-Televised,"Syracuse, New York, USA",Syracuse,New York,USA
WWE-2940,2019-03-03,WWE,WWE Live,WWE Live,Non-Televised,"Fairfax, Virginia, USA",Fairfax,Virginia,USA
WWE-2939,2019-03-03,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Royal Oak, Michigan, USA",Royal Oak,Michigan,USA
WWE-2938,2019-03-02,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Cleveland, Ohio, USA",Cleveland,Ohio,USA
WWE-2937,2019-03-02,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-2936,2019-03-02,WWE,WWE Live,WWE Live,Non-Televised,"Atlantic City, New Jersey, USA",Atlantic City,New Jersey,USA
WWE-2935,2019-03-02,WWE,WWE Live,WWE Live,Non-Televised,"Minneapolis, Minnesota, USA",Minneapolis,Minnesota,USA
WWE-2934,2019-03-01,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-2933,2019-03-01,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA
WWE-2932,2019-03-01,WWE,WWE Live,WWE Live,Non-Televised,"Salisbury, Maryland, USA",Salisbury,Maryland,USA
WWE-2931,2019-02-28,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Columbus, Ohio, USA",Columbus,Ohio,USA
WWE-2930,2019-02-28,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA
WWE-2929,2019-02-26,WWE,WWE SmackDown Live,WWE SmackDown Live #1019,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA
WWE-2928,2019-02-26,WWE,WWE 205 Live,WWE 205 Live #118,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA
WWE-2927,2019-02-25,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1344,Televised,"Atlanta, Georgia, USA",Atlanta,Georgia,USA
WWE-2926,2019-02-25,WWE,WWE Main Event,WWE Main Event #335,Televised,"Atlanta, Georgia, USA",Atlanta,Georgia,USA
WWE-2925,2019-02-25,WWE,WWE Live,WWE Live,Non-Televised,"Savannah, Georgia, USA",Savannah,Georgia,USA
WWE-2924,2019-02-24,WWE,WWE Live,WWE Live,Non-Televised,"Greenville, South Carolina, USA",Greenville,South Carolina,USA
WWE-2923,2019-02-24,WWE,WWE Live,WWE Live,Non-Televised,"Montgomery, Alabama, USA",Montgomery,Alabama,USA
WWE-2922,2019-02-23,WWE,WWE Live,WWE Live,Non-Televised,"Columbia, South Carolina, USA",Columbia,South Carolina,USA
WWE-2921,2019-02-23,WWE,WWE NXT UK,WWE NXT UK #32,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England
WWE-2920,2019-02-23,WWE,WWE Live,WWE Live,Non-Televised,"Tupelo, Mississippi, USA",Tupelo,Mississippi,USA
WWE-2919,2019-02-23,WWE,WWE NXT UK,WWE NXT UK #34,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England
WWE-2918,2019-02-23,WWE,WWE NXT UK,WWE NXT UK #35,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England
WWE-2917,2019-02-23,WWE,WWE NXT UK,WWE NXT UK #36,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England
WWE-2916,2019-02-23,WWE,WWE NXT UK,WWE NXT UK #37,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England
WWE-2915,2019-02-22,WWE,WWE NXT UK,WWE NXT UK #33,Televised,"Coventry, West Midlands, England, UK",Coventry,West Midlands,England
WWE-2914,2019-02-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA
WWE-2913,2019-02-22,WWE,WWE Live,WWE Live,Non-Televised,"Jonesboro, Arkansas, USA",Jonesboro,Arkansas,USA
WWE-2912,2019-02-21,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Sebring, Florida, USA",Sebring,Florida,USA
WWE-2911,2019-02-20,WWE,WWE NXT,WWE NXT #462,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2910,2019-02-20,WWE,WWE NXT,WWE NXT #463,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2909,2019-02-20,WWE,WWE NXT,WWE NXT #464,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2908,2019-02-19,WWE,WWE SmackDown Live,WWE SmackDown Live #1018,Televised,"New Orleans, Louisiana, USA",New Orleans,Louisiana,USA
WWE-2907,2019-02-19,WWE,WWE 205 Live,WWE 205 Live #117,Televised,"New Orleans, Louisiana, USA",New Orleans,Louisiana,USA
WWE-2906,2019-02-18,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1343,Televised,"Lafayette, Louisiana, USA",Lafayette,Louisiana,USA
WWE-2905,2019-02-18,WWE,WWE Main Event,WWE Main Event #334,Televised,"Lafayette, Louisiana, USA",Lafayette,Louisiana,USA
WWE-2904,2019-02-18,WWE,WWE Live,WWE Live,Non-Televised,"Lake Charles, Louisiana, USA",Lake Charles,Louisiana,USA
WWE-2903,2019-02-17,WWE,WWE Elimination Chamber,WWE Elimination Chamber 2019 Kickoff,PLE/PPV,"Houston, Texas, USA",Houston,Texas,USA
WWE-2902,2019-02-17,WWE,WWE Elimination Chamber,WWE Elimination Chamber 2019,PLE/PPV,"Houston, Texas, USA",Houston,Texas,USA
WWE-2901,2019-02-16,WWE,WWE Live,WWE Live,Non-Televised,"Laredo, Texas, USA",Laredo,Texas,USA
WWE-2900,2019-02-16,WWE,WWE Live,WWE Live,Non-Televised,"Alexandria, Louisiana, USA",Alexandria,Louisiana,USA
WWE-2899,2019-02-16,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Augustine, Florida, USA",St. Augustine,Florida,USA
WWE-2898,2019-02-15,WWE,WWE Live,WWE Live,Non-Televised,"Edinburg, Texas, USA",Edinburg,Texas,USA
WWE-2897,2019-02-14,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Bartow, Florida, USA",Bartow,Florida,USA
WWE-2896,2019-02-12,WWE,WWE SmackDown Live,WWE SmackDown Live #1017,Televised,"Toledo, Ohio, USA",Toledo,Ohio,USA
WWE-2895,2019-02-12,WWE,WWE 205 Live,WWE 205 Live #116,Televised,"Toledo, Ohio, USA",Toledo,Ohio,USA
WWE-2894,2019-02-11,WWE,WWE Live,WWE Live,Non-Televised,"Canton, Ohio, USA",Canton,Ohio,USA
WWE-2893,2019-02-11,WWE,WWE Main Event,WWE Main Event #333,Televised,"Grand Rapids, Michigan, USA",Grand Rapids,Michigan,USA
WWE-2892,2019-02-11,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1342,Televised,"Grand Rapids, Michigan, USA",Grand Rapids,Michigan,USA
WWE-2891,2019-02-10,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Kingston, Rhode Island, USA",Kingston,Rhode Island,USA
WWE-2890,2019-02-10,WWE,WWE Live,WWE Live,Non-Televised,"Saginaw, Michigan, USA",Saginaw,Michigan,USA
WWE-2889,2019-02-10,WWE,WWE Live,WWE Live,Non-Televised,"Fort Wayne, Indiana, USA",Fort Wayne,Indiana,USA
WWE-2888,2019-02-09,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Sanford, Florida, USA",Sanford,Florida,USA
WWE-2887,2019-02-09,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Lowell, Massachusetts, USA",Lowell,Massachusetts,USA
WWE-2886,2019-02-09,WWE,WWE Live,WWE Live,Non-Televised,"Oshawa, Ontario, Canada",Oshawa,Ontario,Canada
WWE-2885,2019-02-09,WWE,WWE Live,WWE Live,Non-Televised,"DeKalb, Illinois, USA",DeKalb,Illinois,USA
WWE-2884,2019-02-08,WWE,WWE Live,WWE Live,Non-Televised,"Ottawa, Ontario, Canada",Ottawa,Ontario,Canada
WWE-2883,2019-02-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Poughkeepsie, New York, USA",Poughkeepsie,New York,USA
WWE-2882,2019-02-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Petersburg, Florida, USA",St. Petersburg,Florida,USA
WWE-2881,2019-02-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Toms River, New Jersey, USA",Toms River,New Jersey,USA
WWE-2880,2019-02-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Ocala, Florida, USA",Ocala,Florida,USA
WWE-2879,2019-02-05,WWE,WWE SmackDown Live,WWE SmackDown Live #1016,Televised,"Everett, Washington, USA",Everett,Washington,USA
WWE-2878,2019-02-05,WWE,WWE 205 Live,WWE 205 Live #115,Televised,"Everett, Washington, USA",Everett,Washington,USA
WWE-2877,2019-02-04,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1341,Televised,"Portland, Oregon, USA",Portland,Oregon,USA
WWE-2876,2019-02-04,WWE,WWE Main Event,WWE Main Event #332,Televised,"Portland, Oregon, USA",Portland,Oregon,USA
WWE-2875,2019-02-04,WWE,WWE Live,WWE Live,Non-Televised,"Yakima, Washington, USA",Yakima,Washington,USA
WWE-2874,2019-02-03,WWE,WWE Live,WWE Live,Non-Televised,"Spokane, Washington, USA",Spokane,Washington,USA
WWE-2873,2019-02-03,WWE,WWE Halftime Heat,WWE Halftime Heat 2019,PLE/PPV,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-2872,2019-02-02,WWE,WWE Live,WWE Live,Non-Televised,"Regina, Saskatachewan, Canada",Regina,Saskatachewan,Canada
WWE-2871,2019-02-02,WWE,WWE Live,WWE Live,Non-Televised,"Vancouver, British Columbia, Canada",Vancouver,British Columbia,Canada
WWE-2870,2019-02-02,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Lakeland, Florida, USA",Lakeland,Florida,USA
WWE-2869,2019-02-01,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fern Park, Florida, USA",Fern Park,Florida,USA
WWE-2868,2019-02-01,WWE,WWE Live,WWE Live,Non-Televised,"Saskatoon, Saskatchewan, Canada",Saskatoon,Saskatchewan,Canada
WWE-2867,2019-01-30,WWE,WWE NXT,WWE NXT #461,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2866,2019-01-30,WWE,WWE NXT,WWE NXT #460,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2865,2019-01-30,WWE,WWE NXT,WWE NXT #459,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2864,2019-01-29,WWE,WWE SmackDown Live,WWE SmackDown Live #1015,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2863,2019-01-29,WWE,WWE 205 Live,WWE 205 Live #114,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2862,2019-01-28,WWE,WWE Main Event,WWE Main Event #331,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2861,2019-01-28,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1340,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2860,2019-01-27,WWE,WWE Royal Rumble,WWE Royal Rumble 2019,PLE/PPV,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2859,2019-01-27,WWE,WWE NXT UK,WWE NXT UK #31,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2858,2019-01-27,WWE,WWE Royal Rumble Axxess,WWE Royal Rumble Axxess 2019,Non-Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2857,2019-01-27,WWE,WWE Royal Rumble,WWE Royal Rumble 2019 Kickoff,PLE/PPV,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2856,2019-01-26,WWE,WWE Royal Rumble Axxess,WWE Royal Rumble Axxess 2019,Non-Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2855,2019-01-26,WWE,WWE NXT UK,WWE NXT UK #30,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2854,2019-01-26,WWE,WWE NXT TakeOver: Phoenix,WWE NXT TakeOver: Phoenix,PLE/PPV,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2853,2019-01-26,WWE,WWE NXT,WWE NXT #458,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2852,2019-01-25,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Riverside, California, USA",Riverside,California,USA
WWE-2851,2019-01-25,WWE,WWE Royal Rumble Axxess,WWE Royal Rumble Axxess 2019,Non-Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2850,2019-01-25,WWE,WWE NXT UK,WWE NXT UK #29,Televised,"Phoenix, Arizona, USA",Phoenix,Arizona,USA
WWE-2849,2019-01-24,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"San Diego, California, USA",San Diego,California,USA
WWE-2848,2019-01-22,WWE,WWE 205 Live,WWE 205 Live #113,Televised,"Wichita, Kansas, USA",Wichita,Kansas,USA
WWE-2847,2019-01-22,WWE,WWE SmackDown Live,WWE SmackDown Live #1014,Televised,"Wichita, Kansas, USA",Wichita,Kansas,USA
WWE-2846,2019-01-21,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1339,Televised,"Oklahoma City, Oklahoma, USA",Oklahoma City,Oklahoma,USA
WWE-2845,2019-01-21,WWE,WWE Main Event,WWE Main Event #330,Televised,"Oklahoma City, Oklahoma, USA",Oklahoma City,Oklahoma,USA
WWE-2844,2019-01-21,WWE,WWE Live,WWE Live,Non-Televised,"Topeka, Kansas, USA",Topeka,Kansas,USA
WWE-2843,2019-01-20,WWE,WWE Live,WWE Live,Non-Televised,"Omaha, Nebraska, USA",Omaha,Nebraska,USA
WWE-2842,2019-01-20,WWE,WWE Live,WWE Live,Non-Televised,"Wichita Falls, Texas, USA",Wichita Falls,Texas,USA
WWE-2841,2019-01-19,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Citrus Springs, Florida, USA",Citrus Springs,Florida,USA
WWE-2840,2019-01-19,WWE,WWE Live,WWE Live,Non-Televised,"Sioux Falls, South Dakota, USA",Sioux Falls,South Dakota,USA
WWE-2839,2019-01-19,WWE,WWE Live,WWE Live,Non-Televised,"Abilene, Texas, USA",Abilene,Texas,USA
WWE-2838,2019-01-18,WWE,WWE Live,WWE Live,Non-Televised,"San Antonio, Texas, USA",San Antonio,Texas,USA
WWE-2837,2019-01-18,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA
WWE-2836,2019-01-17,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA
WWE-2835,2019-01-15,WWE,WWE SmackDown Live,WWE SmackDown Live #1013,Televised,"Birmingham, Alabama, USA",Birmingham,Alabama,USA
WWE-2834,2019-01-15,WWE,WWE 205 Live,WWE 205 Live #112,Televised,"Birmingham, Alabama, USA",Birmingham,Alabama,USA
WWE-2833,2019-01-14,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1338,Televised,"Memphis, Tennessee, USA",Memphis,Tennessee,USA
WWE-2832,2019-01-14,WWE,WWE Main Event,WWE Main Event #329,Televised,"Memphis, Tennessee, USA",Memphis,Tennessee,USA
WWE-2831,2019-01-13,WWE,WWE NXT UK,WWE NXT UK #28,Televised,"Blackpool, Lancashire, England, UK",Blackpool,Lancashire,England
WWE-2830,2019-01-13,WWE,WWE NXT UK,WWE NXT UK #27,Televised,"Blackpool, Lancashire, England, UK",Blackpool,Lancashire,England
WWE-2829,2019-01-13,WWE,WWE NXT UK,WWE NXT UK #26,Televised,"Blackpool, Lancashire, England, UK",Blackpool,Lancashire,England
WWE-2828,2019-01-13,WWE,WWE Live,WWE Live,Non-Televised,"Lexington, Kentucky, USA",Lexington,Kentucky,USA
WWE-2827,2019-01-13,WWE,WWE Live,WWE Live,Non-Televised,"Huntsville, Alabama, USA",Huntsville,Alabama,USA
WWE-2826,2019-01-12,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fern Park, Florida, USA",Fern Park,Florida,USA
WWE-2825,2019-01-12,WWE,WWE Live,WWE Live,Non-Televised,"Johnson City, Tennessee, USA",Johnson City,Tennessee,USA
WWE-2824,2019-01-12,WWE,WWE Live,WWE Live,Non-Televised,"Knoxville, Tennessee, USA",Knoxville,Tennessee,USA
WWE-2823,2019-01-12,WWE,WWE NXT UK,WWE NXT UK #25,Televised,"Blackpool, Lancashire, England, UK",Blackpool,Lancashire,England
WWE-2822,2019-01-12,WWE,WWE NXT UK TakeOver: Blackpool,WWE NXT UK TakeOver: Blackpool,PLE/PPV,"Blackpool, Lancashire, England, UK",Blackpool,Lancashire,England
WWE-2821,2019-01-11,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA
WWE-2820,2019-01-11,WWE,WWE Live,WWE Live,Non-Televised,"Charleston, West Virginia, USA",Charleston,West Virginia,USA
WWE-2819,2019-01-10,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Largo, Florida, USA",Largo,Florida,USA
WWE-2818,2019-01-08,WWE,WWE SmackDown Live,WWE SmackDown Live #1012,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-2817,2019-01-08,WWE,WWE 205 Live,WWE 205 Live #111,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-2816,2019-01-07,WWE,WWE Live,WWE Live,Non-Televised,"North Charleston, South Carolina, USA",North Charleston,South Carolina,USA
WWE-2815,2019-01-07,WWE,WWE Main Event,WWE Main Event #328,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-2814,2019-01-07,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1337,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-2813,2019-01-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Durham, North Carolina, USA",Durham,North Carolina,USA
WWE-2812,2019-01-06,WWE,WWE Live,WWE Live,Non-Televised,"Fort Myers, Florida, USA",Fort Myers,Florida,USA
WWE-2811,2019-01-06,WWE,WWE Live,WWE Live,Non-Televised,"Fayetteville, North Carolina, USA",Fayetteville,North Carolina,USA
WWE-2810,2019-01-05,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Crystal River, Florida, USA",Crystal River,Florida,USA
WWE-2809,2019-01-05,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Spartanburg, South Carolina, USA",Spartanburg,South Carolina,USA
WWE-2808,2019-01-05,WWE,WWE Live,WWE Live,Non-Televised,"Tallahassee, Florida, USA",Tallahassee,Florida,USA
WWE-2807,2019-01-05,WWE,WWE Live,WWE Live,Non-Televised,"Greensboro, North Carolina, USA",Greensboro,North Carolina,USA
WWE-2806,2019-01-04,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-2805,2019-01-04,WWE,WWE Live,WWE Live,Non-Televised,"Columbus, Georgia, USA",Columbus,Georgia,USA
WWE-2804,2019-01-04,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Atlanta, Georgia, USA",Atlanta,Georgia,USA
WWE-2803,2019-01-03,WWE,WWE NXT,WWE NXT #457,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2802,2019-01-03,WWE,WWE NXT,WWE NXT #456,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2801,2019-01-03,WWE,WWE NXT,WWE NXT #455,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-2800,2018-12-30,WWE,WWE Live,WWE Live,Non-Televised,"Buffalo, New York, USA",Buffalo,New York,USA
WWE-2799,2018-12-30,WWE,WWE Live,WWE Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA
WWE-2798,2018-12-29,WWE,WWE SmackDown Live,WWE SmackDown Live #1011,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA
WWE-2797,2018-12-29,WWE,WWE Live,WWE Live,Non-Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
WWE-2796,2018-12-29,WWE,WWE 205 Live,WWE 205 Live #110,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA
WWE-2795,2018-12-28,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1336,Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
WWE-2794,2018-12-28,WWE,WWE Main Event,WWE Main Event #327,Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
WWE-2793,2018-12-28,WWE,WWE Live,WWE Live,Non-Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA
WWE-2792,2018-12-27,WWE,WWE Main Event,WWE Main Event #326,Televised,USA,USA,USA,USA
WWE-2791,2018-12-27,WWE,WWE Live,WWE Live,Non-Televised,"Columbus, Ohio, USA",Columbus,Ohio,USA
WWE-2790,2018-12-27,WWE,WWE Live,WWE Live,Non-Televised,"Uniondale, New York, USA",Uniondale,New York,USA
WWE-2789,2018-12-26,WWE,WWE 205 Live,WWE 205 Live #109 - Best Of 2018,Televised,USA,USA,USA,USA
WWE-2788,2018-12-26,WWE,WWE Live,WWE Live,Non-Televised,"Rosemont, Illinois, USA",Rosemont,Illinois,USA
WWE-2787,2018-12-26,WWE,WWE Live,WWE Live,Non-Televised,"New York City, New York, USA",New York City,New York,USA
WWE-2786,2018-12-20,WWE,WWE Main Event,WWE Main Event #325,Televised,USA,USA,USA,USA
WWE-2785,2018-12-18,WWE,WWE SmackDown Live,WWE SmackDown Live #1010,Televised,"Fresno, California, USA",Fresno,California,USA
WWE-2784,2018-12-18,WWE,WWE SmackDown Live,WWE SmackDown Live #1009,Televised,"Fresno, California, USA",Fresno,California,USA
WWE-2783,2018-12-18,WWE,WWE 205 Live,WWE 205 Live #108,Televised,"Fresno, California, USA",Fresno,California,USA
WWE-2782,2018-12-17,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1335,Televised,"Sacramento, California, USA",Sacramento,California,USA
WWE-2781,2018-12-17,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1334,Televised,"Sacramento, California, USA",Sacramento,California,USA
WWE-2780,2018-12-17,WWE,WWE Live,WWE Live,Non-Televised,"Stockton, California, USA",Stockton,California,USA
WWE-2779,2018-12-16,WWE,"WWE TLC: Tables, Ladders & Chairs","WWE TLC: Tables, Ladders & Chairs 2018 Kickoff",PLE/PPV,"San Jose, California, USA",San Jose,California,USA
WWE-2778,2018-12-16,WWE,"WWE TLC: Tables, Ladders & Chairs","WWE TLC: Tables, Ladders & Chairs 2018",PLE/PPV,"San Jose, California, USA",San Jose,California,USA
WWE-2777,2018-12-15,WWE,WWE Live,WWE Live,Non-Televised,"Bakersfield, California, USA",Bakersfield,California,USA
WWE-2776,2018-12-15,WWE,WWE Live,WWE Live,Non-Televised,"Oakland, California, USA",Oakland,California,USA
WWE-2775,2018-12-15,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Largo, Florida, USA",Largo,Florida,USA
WWE-2774,2018-12-14,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-2773,2018-12-14,WWE,WWE Live,WWE Live,Non-Televised,"Nashville, Tennessee, USA",Nashville,Tennessee,USA
WWE-2772,2018-12-13,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fern Park, Florida, USA",Fern Park,Florida,USA
WWE-2771,2018-12-11,WWE,WWE SmackDown Live,WWE SmackDown Live #1008,Televised,"Paradise, Nevada, USA",Paradise,Nevada,USA
WWE-2770,2018-12-11,WWE,WWE Mixed Match Challenge,WWE Mixed Match Challenge #2.13,Televised,"Paradise, Nevada, USA",Paradise,Nevada,USA
WWE-2769,2018-12-11,WWE,WWE 205 Live,WWE 205 Live #107,Televised,"Paradise, Nevada, USA",Paradise,Nevada,USA
WWE-2768,2018-12-10,WWE,WWE Live,WWE Live,Non-Televised,"Ontario, California, USA",Ontario,California,USA
WWE-2767,2018-12-10,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1333,Televised,"San Diego, California, USA",San Diego,California,USA
WWE-2766,2018-12-10,WWE,WWE Main Event,WWE Main Event #324,Televised,"San Diego, California, USA",San Diego,California,USA
WWE-2765,2018-12-09,WWE,WWE Live,WWE Live,Non-Televised,"Calgary, Alberta, Canada",Calgary,Alberta,Canada
WWE-2764,2018-12-09,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Des Moines, Iowa, USA",Des Moines,Iowa,USA
WWE-2763,2018-12-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA
WWE-2762,2018-12-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Paul, Minnesota, USA",St. Paul,Minnesota,USA
WWE-2761,2018-12-08,WWE,WWE Live,WWE Live,Non-Televised,"Winnipeg, Manitoba, Canada",Winnipeg,Manitoba,Canada
WWE-2760,2018-12-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Green Bay, Wisconsin, USA",Green Bay,Wisconsin,USA
WWE-2759,2018-12-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA
WWE-2758,2018-12-07,WWE,WWE Live,WWE Live,Non-Televised,"Buenos Aires, Argentinien",Buenos Aires,Argentinien,Argentina
WWE-2757,2018-12-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Dade City, Florida, USA",Dade City,Florida,USA
WWE-2756,2018-12-06,WWE,WWE Live,WWE Live,Non-Televised,"Buenos Aires, Argentinien",Buenos Aires,Argentinien,Argentina
WWE-2755,2018-12-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA
WWE-2754,2018-12-05,WWE,WWE Live,WWE Live,Non-Televised,"Santiago de Chile, Chile",Santiago de Chile,Chile,Chile
WWE-2753,2018-12-04,WWE,WWE Tribute To The Troops,WWE Tribute To The Troops 2018,Televised,"Killeen, Texas, USA",Killeen,Texas,USA
WWE-2752,2018-12-04,WWE,WWE SmackDown Live,WWE SmackDown Live #1007,Televised,"Austin, Texas, USA",Austin,Texas,USA
WWE-2751,2018-12-04,WWE,WWE Mixed Match Challenge,WWE Mixed Match Challenge #2.12,Televised,"Austin, Texas, USA",Austin,Texas,USA
WWE-2750,2018-12-04,WWE,WWE 205 Live,WWE 205 Live #106,Televised,"Austin, Texas, USA",Austin,Texas,USA
WWE-2749,2018-12-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1332,Televised,"Houston, Texas, USA",Houston,Texas,USA
WWE-2748,2018-12-03,WWE,WWE Main Event,WWE Main Event #323,Televised,"Houston, Texas, USA",Houston,Texas,USA
WWE-2747,2018-12-02,WWE,WWE Live,WWE Live,Non-Televised,"Bossier City, Louisiana, USA",Bossier City,Louisiana,USA
WWE-2746,2018-12-02,WWE,WWE Live,WWE Live,Non-Televised,"Arlington, Texas, USA",Arlington,Texas,USA
