EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country
WWE-5970,2025-12-30,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Fort Myers, Florida, USA",Fort Myers,Florida,USA
WWE-5969,2025-12-30,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
WWE-5968,2025-12-29,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1701,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5967,2025-12-29,WWE,WWE Main Event,WWE Main Event #692,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5966,2025-12-28,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-5965,2025-12-28,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Rochester, New York, USA",Rochester,New York,USA
WWE-5964,2025-12-27,WWE,WWE Main Event,WWE Main Event #691 - Best Of 2025: Part Two,Televised,USA,USA,USA,USA
WWE-5963,2025-12-27,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA
WWE-5962,2025-12-27,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA
WWE-5961,2025-12-26,WWE,WWE Live Holiday Tour,WWE Live Holiday Tour 2025,Non-Televised,"Baltimore, Maryland, USA",Baltimore,Maryland,USA
WWE-5960,2025-12-20,WWE,WWE Main Event,WWE Main Event #690 - Best Of 2025: Part One,Televised,USA,USA,USA,USA
WWE-5959,2025-12-20,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Dade City, Florida, USA",Dade City,Florida,USA
WWE-5958,2025-12-19,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA
WWE-5957,2025-12-19,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1700,Televised,"Grand Rapids, Michigan, USA",Grand Rapids,Michigan,USA
WWE-5956,2025-12-19,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1375,Televised,"Grand Rapids, Michigan, USA",Grand Rapids,Michigan,USA
WWE-5955,2025-12-17,WWE,WWE NXT,WWE NXT #818 - NXT Year-End Awards 2025,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5954,2025-12-17,WWE,WWE NXT,WWE NXT #817,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5953,2025-12-16,WWE,WWE NXT,WWE NXT #816,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5952,2025-12-15,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1699,Televised,"Hershey, Pennsylvania, USA",Hershey,Pennsylvania,USA
WWE-5951,2025-12-15,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1374,Televised,"Hershey, Pennsylvania, USA",Hershey,Pennsylvania,USA
WWE-5950,2025-12-14,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Macon, Georgia, USA",Macon,Georgia,USA
WWE-5949,2025-12-13,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Columbia, South Carolina, USA",Columbia,South Carolina,USA
WWE-5948,2025-12-13,WWE,WWE Saturday Night's Main Event,WWE Saturday Night's Main Event #42 - John Cena's Final Match,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA
WWE-5947,2025-12-12,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Greensboro, North Carolina, USA",Greensboro,North Carolina,USA
WWE-5946,2025-12-12,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1373,Televised,"Wilkes-Barre, Pennsylvania, USA",Wilkes-Barre,Pennsylvania,USA
WWE-5945,2025-12-09,WWE,WWE NXT,WWE NXT #815,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5944,2025-12-08,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1698,Televised,"Kansas City, Missouri, USA",Kansas City,Missouri,USA
WWE-5943,2025-12-08,WWE,WWE Main Event,WWE Main Event #689,Televised,"Kansas City, Missouri, USA",Kansas City,Missouri,USA
WWE-5942,2025-12-06,WWE,WWE NXT Deadline,WWE NXT Deadline 2025,PLE/PPV,"San Antonio, Texas, USA",San Antonio,Texas,USA
WWE-5941,2025-12-05,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1372,Televised,"Austin, Texas, USA",Austin,Texas,USA
WWE-5940,2025-12-02,WWE,WWE NXT,WWE NXT #814,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5939,2025-12-01,WWE,WWE Main Event,WWE Main Event #688,Televised,"Glendale, Arizona, USA",Glendale,Arizona,USA
WWE-5938,2025-12-01,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1697,Televised,"Glendale, Arizona, USA",Glendale,Arizona,USA
WWE-5937,2025-11-29,WWE,WWE Survivor Series,WWE Survivor Series 2025 - WarGames,PLE/PPV,"San Diego, California, USA",San Diego,California,USA
WWE-5936,2025-11-24,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1696,Televised,"Oklahoma City, Oklahoma, USA",Oklahoma City,Oklahoma,USA
WWE-5935,2025-11-24,WWE,WWE Main Event,WWE Main Event #687,Televised,"Oklahoma City, Oklahoma, USA",Oklahoma City,Oklahoma,USA
WWE-5934,2025-11-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Sanford, Florida, USA",Sanford,Florida,USA
WWE-5933,2025-11-21,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Bartow, Florida, USA",Bartow,Florida,USA
WWE-5932,2025-11-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1371,Televised,"Denver, Colorado, USA",Denver,Colorado,USA
WWE-5931,2025-11-21,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1370,Televised,"Denver, Colorado, USA",Denver,Colorado,USA
WWE-5930,2025-11-18,WWE,WWE NXT,WWE NXT #812 - Gold Rush 2025,Televised,"New York City, New York, USA",New York City,New York,USA
WWE-5929,2025-11-18,WWE,WWE NXT,WWE NXT #813 - Gold Rush 2025,Televised,"New York City, New York, USA",New York City,New York,USA
WWE-5928,2025-11-17,WWE,WWE Main Event,WWE Main Event #686,Televised,"New York City, New York, USA",New York City,New York,USA
WWE-5927,2025-11-17,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1695,Televised,"New York City, New York, USA",New York City,New York,USA
WWE-5926,2025-11-15,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA
WWE-5925,2025-11-14,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Ashwaubenon, Wisconsin, USA",Ashwaubenon,Wisconsin,USA
WWE-5924,2025-11-14,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1369,Televised,"Albany, New York, USA",Albany,New York,USA
WWE-5923,2025-11-14,WWE,WWE EVOLVE,WWE EVOLVE #43,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5922,2025-11-14,WWE,WWE EVOLVE,WWE EVOLVE #42,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5921,2025-11-14,WWE,WWE EVOLVE,WWE EVOLVE #41,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5920,2025-11-14,WWE,WWE EVOLVE,WWE EVOLVE #40,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5919,2025-11-13,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Paul, Minnesota, USA",St. Paul,Minnesota,USA
WWE-5918,2025-11-11,WWE,WWE NXT,WWE NXT #811,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5917,2025-11-10,WWE,WWE Main Event,WWE Main Event #685,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
WWE-5916,2025-11-10,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1694,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
WWE-5915,2025-11-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Tampa, Florida, USA",Tampa,Florida,USA
WWE-5914,2025-11-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA
WWE-5913,2025-11-07,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1368,Televised,"Greenville, South Carolina, USA",Greenville,South Carolina,USA
WWE-5912,2025-11-04,WWE,WWE NXT,WWE NXT #810,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5911,2025-11-03,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1693,Televised,"Rio Rancho, New Mexico, USA",Rio Rancho,New Mexico,USA
WWE-5910,2025-11-03,WWE,WWE Main Event,WWE Main Event #684,Televised,"Rio Rancho, New Mexico, USA",Rio Rancho,New Mexico,USA
WWE-5909,2025-11-01,WWE,WWE Saturday Night's Main Event,WWE Saturday Night's Main Event #41,Televised,"Salt Lake City, Utah, USA",Salt Lake City,Utah,USA
WWE-5908,2025-10-31,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1367,Televised,"Salt Lake City, Utah, USA",Salt Lake City,Utah,USA
WWE-5907,2025-10-28,WWE,WWE NXT,WWE NXT #809,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5906,2025-10-27,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1692,Televised,"Anaheim, California, USA",Anaheim,California,USA
WWE-5905,2025-10-27,WWE,WWE Main Event,WWE Main Event #683,Televised,"Anaheim, California, USA",Anaheim,California,USA
WWE-5904,2025-10-25,WWE,WWE NXT Halloween Havoc,WWE NXT Halloween Havoc 2025,PLE/PPV,"Prescott Valley, Arizona, USA",Prescott Valley,Arizona,USA
WWE-5903,2025-10-24,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1366,Televised,"Tempe, Arizona, USA",Tempe,Arizona,USA
WWE-5902,2025-10-21,WWE,WWE NXT,WWE NXT #808,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5901,2025-10-20,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1691,Televised,"Sacramento, California, USA",Sacramento,California,USA
WWE-5900,2025-10-20,WWE,WWE Main Event,WWE Main Event #682,Televised,"Sacramento, California, USA",Sacramento,California,USA
WWE-5899,2025-10-18,WWE,WWE SuperShow Japan,WWE SuperShow Japan,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan
WWE-5898,2025-10-18,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Dade City, Florida, USA",Dade City,Florida,USA
WWE-5897,2025-10-17,WWE,WWE EVOLVE,WWE EVOLVE #38,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5896,2025-10-17,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1365,Televised,"San Jose, California, USA",San Jose,California,USA
WWE-5895,2025-10-17,WWE,WWE EVOLVE,WWE EVOLVE #37,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5894,2025-10-17,WWE,WWE EVOLVE,WWE EVOLVE #39,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5893,2025-10-17,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA
WWE-5892,2025-10-17,WWE,WWE SuperShow Japan,WWE SuperShow Japan,Non-Televised,"Tokyo, Japan",Tokyo,Japan,Japan
WWE-5891,2025-10-15,WWE,WWE SuperShow Australia,WWE SuperShow Australia,Non-Televised,"Melbourne, Victoria, Australia",Melbourne,Victoria,Australia
WWE-5890,2025-10-13,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1690,Televised,"Perth, Western Australia, Australia",Perth,Western Australia,Australia
WWE-5889,2025-10-13,WWE,WWE Main Event,WWE Main Event #681,Televised,"Perth, Western Australia, Australia",Perth,Western Australia,Australia
WWE-5888,2025-10-11,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Cleveland, Ohio, USA",Cleveland,Ohio,USA
WWE-5887,2025-10-11,WWE,WWE Crown Jewel,WWE Crown Jewel 2025,PLE/PPV,"Perth, Western Australia, Australia",Perth,Western Australia,Australia
WWE-5886,2025-10-10,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
WWE-5885,2025-10-10,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1364,Televised,"Perth, Western Australia, Australia",Perth,Western Australia,Australia
WWE-5884,2025-10-09,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Columbus, Ohio, USA",Columbus,Ohio,USA
WWE-5883,2025-10-07,WWE,WWE NXT,WWE NXT #806 - Showdown,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5882,2025-10-07,WWE,WWE NXT,WWE NXT #807,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5881,2025-10-06,WWE,WWE Main Event,WWE Main Event #680,Televised,"Dallas, Texas, USA",Dallas,Texas,USA
WWE-5880,2025-10-06,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1689,Televised,"Dallas, Texas, USA",Dallas,Texas,USA
WWE-5879,2025-10-04,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Gainesville, Florida, USA",Gainesville,Florida,USA
WWE-5878,2025-10-03,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1363,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA
WWE-5877,2025-10-03,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA
WWE-5876,2025-09-30,WWE,WWE NXT,WWE NXT #805,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5875,2025-09-30,WWE,WWE EVOLVE,WWE EVOLVE #33 - Succession,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5874,2025-09-29,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1688,Televised,"Raleigh, North Carolina, USA",Raleigh,North Carolina,USA
WWE-5873,2025-09-29,WWE,WWE Main Event,WWE Main Event #679,Televised,"Raleigh, North Carolina, USA",Raleigh,North Carolina,USA
WWE-5872,2025-09-28,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.14 - Down To The Wire,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5871,2025-09-27,WWE,WWE NXT No Mercy,WWE NXT No Mercy 2025,PLE/PPV,"Fort Lauderdale, Florida, USA",Fort Lauderdale,Florida,USA
WWE-5870,2025-09-27,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"St. Petersburg, Florida, USA",St. Petersburg,Florida,USA
WWE-5869,2025-09-26,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1362,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5868,2025-09-26,WWE,WWE EVOLVE,WWE EVOLVE #35,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5867,2025-09-26,WWE,WWE EVOLVE,WWE EVOLVE #34,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5866,2025-09-26,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Citrus Springs, Florida, USA",Citrus Springs,Florida,USA
WWE-5865,2025-09-26,WWE,WWE EVOLVE,WWE EVOLVE #36,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5864,2025-09-23,WWE,WWE NXT,WWE NXT #804,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5863,2025-09-22,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1687,Televised,"Evansville, Indiana, USA",Evansville,Indiana,USA
WWE-5862,2025-09-22,WWE,WWE Main Event,WWE Main Event #678,Televised,"Evansville, Indiana, USA",Evansville,Indiana,USA
WWE-5861,2025-09-21,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.13 - It's Not Over 'Til It's Over,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5860,2025-09-20,WWE,WWE Wrestlepalooza,WWE Wrestlepalooza,PLE/PPV,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA
WWE-5859,2025-09-19,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1361,Televised,"Toledo, Ohio, USA",Toledo,Ohio,USA
WWE-5858,2025-09-16,WWE,WWE NXT,WWE NXT #803 - Homecoming,Televised,"Winter Park, Florida, USA",Winter Park,Florida,USA
WWE-5857,2025-09-15,WWE,WWE Main Event,WWE Main Event #677,Televised,"Springfield, Massachusetts, USA",Springfield,Massachusetts,USA
WWE-5856,2025-09-15,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1686,Televised,"Springfield, Massachusetts, USA",Springfield,Massachusetts,USA
WWE-5855,2025-09-14,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.12 - Last Women Standing,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5854,2025-09-13,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5853,2025-09-12,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Fort Pierce, Florida, USA",Fort Pierce,Florida,USA
WWE-5852,2025-09-12,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1360,Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA
WWE-5851,2025-09-12,WWE,AAA x WWE Worlds Collide,AAA x WWE Worlds Collide 2025: Las Vegas,PLE/PPV,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA
WWE-5850,2025-09-09,WWE,WWE NXT,WWE NXT #802,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5849,2025-09-08,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1685,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA
WWE-5848,2025-09-08,WWE,WWE Main Event,WWE Main Event #676,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA
WWE-5847,2025-09-07,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.11 - Last Chance To Impress,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5846,2025-09-07,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Augusta, Georgia, USA",Augusta,Georgia,USA
WWE-5845,2025-09-06,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"North Charleston, South Carolina, USA",North Charleston,South Carolina,USA
WWE-5844,2025-09-05,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Spartanburg, South Carolina, USA",Spartanburg,South Carolina,USA
WWE-5843,2025-09-05,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1359,Televised,"Rosemont, Illinois, USA",Rosemont,Illinois,USA
WWE-5842,2025-09-05,WWE,WWE EVOLVE,WWE EVOLVE #32,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5841,2025-09-05,WWE,WWE EVOLVE,WWE EVOLVE #31,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5840,2025-09-05,WWE,WWE EVOLVE,WWE EVOLVE #30,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5839,2025-09-02,WWE,WWE NXT,WWE NXT #801,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5838,2025-09-01,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1684,Televised,"Nanterre, Frankreich",Nanterre,Frankreich,France
WWE-5837,2025-09-01,WWE,WWE Main Event,WWE Main Event #675,Televised,"Nanterre, Frankreich",Nanterre,Frankreich,France
WWE-5836,2025-08-31,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.10 - Follow That,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5835,2025-08-31,WWE,WWE Clash In Paris,WWE Clash In Paris,PLE/PPV,"Nanterre, Frankreich",Nanterre,Frankreich,France
WWE-5834,2025-08-29,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1358,Televised,"Décines-Charpieu, Frankreich",Décines-Charpieu,Frankreich,France
WWE-5833,2025-08-28,WWE,WWE Road To Clash In Paris,WWE Road To Clash In Paris,Non-Televised,"Cardiff, Wales, UK",Cardiff,Wales,UK
WWE-5832,2025-08-27,WWE,WWE Road To Clash In Paris,WWE Road To Clash In Paris,Non-Televised,"Leeds, West Yorkshire, England, UK",Leeds,West Yorkshire,England
WWE-5831,2025-08-26,WWE,WWE Road To Clash In Paris,WWE Road To Clash In Paris,Non-Televised,"Manchester, England, UK",Manchester,England,UK
WWE-5830,2025-08-26,WWE,WWE NXT,WWE NXT #800,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5829,2025-08-25,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1683,Televised,"Birmingham, West Midlands, England, UK",Birmingham,West Midlands,England
WWE-5828,2025-08-25,WWE,WWE Main Event,WWE Main Event #674,Televised,"Birmingham, West Midlands, England, UK",Birmingham,West Midlands,England
WWE-5827,2025-08-24,WWE,WWE Road To Clash In Paris,WWE Road To Clash In Paris,Non-Televised,"Newcastle Upon Tyne, Tyne And Wear, England, UK",Newcastle Upon Tyne,Tyne And Wear,England
WWE-5826,2025-08-24,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.09 - Fight Back,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5825,2025-08-24,WWE,WWE Heatwave,WWE Heatwave 2025,PLE/PPV,"Lowell, Massachusetts, USA",Lowell,Massachusetts,USA
WWE-5824,2025-08-23,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Sebring, Florida, USA",Sebring,Florida,USA
WWE-5823,2025-08-23,WWE,WWE Road To Clash In Paris,WWE Road To Clash In Paris,Non-Televised,"Liverpool, Merseyside, England, UK",Liverpool,Merseyside,England
WWE-5822,2025-08-22,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Lakeland, Florida, USA",Lakeland,Florida,USA
WWE-5821,2025-08-22,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1357,Televised,"Dublin, Ireland",Dublin,Ireland,Ireland
WWE-5820,2025-08-19,WWE,WWE NXT,WWE NXT #799,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
WWE-5819,2025-08-18,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1682,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
WWE-5818,2025-08-18,WWE,WWE Main Event,WWE Main Event #673,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA
WWE-5817,2025-08-17,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.08 - Top Dog,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5816,2025-08-15,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1356,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA
WWE-5815,2025-08-12,WWE,WWE NXT,WWE NXT #798,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5814,2025-08-11,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1681,Televised,"Quebec City, Quebec, Canada",Quebec City,Quebec,Canada
WWE-5813,2025-08-11,WWE,WWE Main Event,WWE Main Event #672,Televised,"Quebec City, Quebec, Canada",Quebec City,Quebec,Canada
WWE-5812,2025-08-10,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.07 - Sink Or Swim,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5811,2025-08-09,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Venice, Florida, USA",Venice,Florida,USA
WWE-5810,2025-08-08,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Davenport, Florida, USA",Davenport,Florida,USA
WWE-5809,2025-08-08,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1355,Televised,"Montreal, Quebec, Canada",Montreal,Quebec,Canada
WWE-5808,2025-08-08,WWE,WWE EVOLVE,WWE EVOLVE #29,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5807,2025-08-08,WWE,WWE EVOLVE,WWE EVOLVE #28,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5806,2025-08-08,WWE,WWE EVOLVE,WWE EVOLVE #27,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5805,2025-08-08,WWE,WWE EVOLVE,WWE EVOLVE #26,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5804,2025-08-05,WWE,WWE NXT,WWE NXT #797,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5803,2025-08-04,WWE,WWE Main Event,WWE Main Event #671,Televised,"New York City, New York, USA",New York City,New York,USA
WWE-5802,2025-08-04,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1680,Televised,"New York City, New York, USA",New York City,New York,USA
WWE-5801,2025-08-03,WWE,WWE SummerSlam,WWE SummerSlam 2025 - Sunday,PLE/PPV,"East Rutherford, New Jersey, USA",East Rutherford,New Jersey,USA
WWE-5800,2025-08-02,WWE,WWE SummerSlam,WWE SummerSlam 2025 - Saturday,PLE/PPV,"East Rutherford, New Jersey, USA",East Rutherford,New Jersey,USA
WWE-5799,2025-08-01,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1354,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA
WWE-5798,2025-07-29,WWE,WWE NXT,WWE NXT #796,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5797,2025-07-28,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1679,Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
WWE-5796,2025-07-28,WWE,WWE Main Event,WWE Main Event #670,Televised,"Detroit, Michigan, USA",Detroit,Michigan,USA
WWE-5795,2025-07-27,WWE,WWE SuperShow Mexico,WWE SuperShow Mexico,Non-Televised,"Monterrey, Nuevo Leon, Mexiko",Monterrey,Nuevo Leon,Mexiko
WWE-5794,2025-07-27,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.06 - Out Of Your Comfort Zone,Televised,"Orlando, Florida, USA",Orlando,Florida,USA
WWE-5793,2025-07-26,WWE,WWE SuperShow Mexico,WWE SuperShow Mexico,Non-Televised,"Mexico City, Distrito Federal, Mexiko",Mexico City,Distrito Federal,Mexiko
WWE-5792,2025-07-25,WWE,WWE NXT Live,WWE NXT Live,Non-Televised,"Citrus Springs, Florida, USA",Citrus Springs,Florida,USA
WWE-5791,2025-07-25,WWE,WWE Friday Night SmackDown,WWE Friday Night SmackDown #1353,Televised,"Cleveland, Ohio, USA",Cleveland,Ohio,USA
WWE-5790,2025-07-22,WWE,WWE NXT,WWE NXT #795,Televised,"Houston, Texas, USA",Houston,Texas,USA
WWE-5789,2025-07-22,WWE,WWE LFG: Legends & Future Greats,WWE LFG: Legends & Future Greats #2.15 - Season Two Finals!,Televised,"Houston, Texas, USA",Houston,Texas,USA
WWE-5788,2025-07-21,WWE,WWE Monday Night RAW,WWE Monday Night RAW #1678,Televised,"Houston, Texas, USA",Houston,Texas,USA
WWE-5787,2025-07-21,WWE,WWE Main Event,WWE Main Event #669,Televised,"Houston, Texas, USA",Houston,Texas,USA
