MatchID,Date,Promotion,Match,CageMatchRating,CageMatchRatingVotes,WONStarRating,Opponent1,Opponent2
W8102,2025-12-29,WWE,Nikki Bella vs. Raquel Rodriguez vs. Stephanie Vaquer,6.49,117,,Nikki Bella,"Raquel Rodriguez, Stephanie Vaquer,"
W8101,2025-12-29,WWE,Austin Theory vs. Rey Mysterio,4.85,92,,Austin Theory,Rey Mysterio
W8100,2025-12-29,WWE,Bravo Americano vs. Joaquin Wilde,6.07,13,,Bravo Americano,Joaquin Wilde
W8099,2025-12-29,WWE,AJ Styles & Dragon Lee   vs. Jey Uso & Jimmy Uso,7.63,152,4.5,AJ Styles & Dragon Lee,Jey Uso & Jimmy Uso
W8098,2025-12-19,WWE,Bayley vs. Roxanne Perez,5.99,98,,Bayley,Roxanne Perez
W8097,2025-12-19,WWE,Je'Von Evans vs. Rayo Americano,6.4,99,,Je'Von Evans,Rayo Americano
W8096,2025-12-19,WWE,Charlotte Flair vs. Lash Legend,5.32,94,,Charlotte Flair,Lash Legend
W8095,2025-12-19,WWE,Joe Hendry vs. The Miz,5.37,99,,Joe Hendry,The Miz
W8094,2025-12-19,WWE,Asuka vs. Rhea Ripley,7.17,120,3.75,Asuka,Rhea Ripley
W8093,2025-12-19,WWE,Austin Theory & Bronson Reed vs. CM Punk & Rey Mysterio,6.55,106,3.75,Austin Theory & Bronson Reed,CM Punk & Rey Mysterio
W8092,2025-12-19,WWE,Carmelo Hayes vs. Ilja Dragunov,8.85,254,4.5,Carmelo Hayes,Ilja Dragunov
W8091,2025-12-17,WWE,Chelsea Green vs. Sol Ruca,6.16,62,,Chelsea Green,Sol Ruca
W8090,2025-12-17,WWE,Jacy Jayne vs. Wren Sinclair,5.84,43,,Jacy Jayne,Wren Sinclair
W8089,2025-12-17,WWE,Ethan Page vs. Moose,6.39,43,,Ethan Page,Moose
W8088,2025-12-17,WWE,Je'Von Evans vs. Ricky Saints,6.83,51,,Je'Von Evans,Ricky Saints
W8087,2025-12-17,WWE,Arianna Grace & Channing Lorenzo vs. Shiloh Hill & Skylar Raye,7.03,69,,Arianna Grace & Channing Lorenzo,Shiloh Hill & Skylar Raye
W8086,2025-12-17,WWE,Izzi Dame vs. Lola Vice,5.9,57,,Izzi Dame,Lola Vice
W8085,2025-12-16,WWE,Blake Monroe vs. Thea Hail,3.35,78,,Blake Monroe,Thea Hail
W8084,2025-12-16,WWE,Bronco Nima & Lucien Price vs. Hank Walker & Tank Ledger,6.08,49,,Bronco Nima & Lucien Price,Hank Walker & Tank Ledger
W8083,2025-12-16,WWE,Dion Lennox vs. Joe Hendry vs. Leon Slater vs. Myles Borne,7.41,68,4,Dion Lennox,"Joe Hendry, Leon Slater, Myles Borne,"
W8082,2025-12-16,WWE,Fallon Henley & Lainey Reid vs. Kendal Grey & Wren Sinclair,6.78,62,3.5,Fallon Henley & Lainey Reid,Kendal Grey & Wren Sinclair
W8081,2025-12-15,WWE,Jey Uso & Jimmy Uso vs. Kofi Kingston & Xavier Woods,5.87,108,,Jey Uso & Jimmy Uso,Kofi Kingston & Xavier Woods
W8080,2025-12-15,WWE,Ivy Nile vs. Maxxine Dupri,5.5,108,,Ivy Nile,Maxxine Dupri
W8079,2025-12-15,WWE,Logan Paul vs. Rey Mysterio,4.77,91,,Logan Paul,Rey Mysterio
W8078,2025-12-15,WWE,Raquel Rodriguez vs. Stephanie Vaquer,4.48,101,,Raquel Rodriguez,Stephanie Vaquer
W8077,2025-12-15,WWE,Asuka & Kairi Sane vs. Lash Legend & Nia Jax,5.18,75,,Asuka & Kairi Sane,Lash Legend & Nia Jax
W8076,2025-12-15,WWE,Dexter Lumis & Joe Gacy vs. JC Mateo & Tonga Loa,4.63,81,,Dexter Lumis & Joe Gacy,JC Mateo & Tonga Loa
W8075,2025-12-15,WWE,Carmelo Hayes & Ilja Dragunov vs. Johnny Gargano & Tommaso Ciampa,6.81,92,,Carmelo Hayes & Ilja Dragunov,Johnny Gargano & Tommaso Ciampa
W8074,2025-12-13,WWE,Bayley vs. Sol Ruca,6.78,389,3.75,Bayley,Sol Ruca
W8073,2025-12-13,WWE,Gunther vs. John Cena,8.2,682,4.5,Gunther,John Cena
W8072,2025-12-13,WWE,AJ Styles & Dragon Lee   vs. Je'Von Evans & Leon Slater,7.08,415,3.5,AJ Styles & Dragon Lee,Je'Von Evans & Leon Slater
W8071,2025-12-13,WWE,Cody Rhodes vs. Oba Femi,5.52,411,3.25,Cody Rhodes,Oba Femi
W8070,2025-12-12,WWE,Je'Von Evans vs. The Miz,6.19,93,,Je'Von Evans,The Miz
W8069,2025-12-12,WWE,Aleister Black & Zelina vs. Damian Priest & Rhea Ripley,3.47,102,,Aleister Black & Zelina,Damian Priest & Rhea Ripley
W8068,2025-12-12,WWE,Alex Shelley vs. Angel,4.87,14,,Alex Shelley,Angel
W8067,2025-12-12,WWE,Ilja Dragunov vs. Tommaso Ciampa,8.62,248,4.5,Ilja Dragunov,Tommaso Ciampa
W8066,2025-12-09,WWE,Jordynne Grace vs. Kelani Jordan,7.38,87,3.5,Jordynne Grace,Kelani Jordan
W8065,2025-12-09,WWE,Je'Von Evans vs. Oba Femi,8.34,157,4.5,Je'Von Evans,Oba Femi
W8064,2025-12-08,WWE,Lyra Valkyria vs. Roxanne Perez,6.47,98,,Lyra Valkyria,Roxanne Perez
W8063,2025-12-08,WWE,LA Knight vs. Logan Paul,5.33,88,,LA Knight,Logan Paul
W8062,2025-12-08,WWE,AJ Styles & Dragon Lee   vs. Erik & Ivar,6.45,108,,AJ Styles & Dragon Lee,Erik & Ivar
W8061,2025-12-08,WWE,Akira Tozawa vs. Rayo Americano,5.33,8,,Akira Tozawa,Rayo Americano
W8060,2025-12-08,WWE,IYO SKY vs. Kairi Sane,7.16,134,3.75,IYO SKY,Kairi Sane
W8059,2025-12-06,WWE,Dion Lennox vs. Je'Von Evans vs. Joe Hendry vs. Leon Slater vs. Myles Borne,8.2,247,4.25,Dion Lennox,"Je'Von Evans, Joe Hendry, Leon Slater,Myles Borne,"
W8058,2025-12-06,WWE,Ethan Page vs. Mr. Iguana,6.16,191,3,Ethan Page,Mr. Iguana
W8057,2025-12-06,WWE,Jordynne Grace vs. Kelani Jordan vs. Kendal Grey vs. Lola Vice vs. Sol Ruca,8.81,292,4.5,Jordynne Grace,"Kelani Jordan, Kendal Grey, Lola Vice,Sol Ruca,"
W8056,2025-12-06,WWE,Izzi Dame vs. Tatum Paxley,5.51,193,2.5,Izzi Dame,Tatum Paxley
W8055,2025-12-06,WWE,Oba Femi vs. Ricky Saints,7.46,233,4,Oba Femi,Ricky Saints
W8054,2025-12-05,WWE,Alexa Bliss vs. Kairi Sane,5.09,95,,Alexa Bliss,Kairi Sane
W8053,2025-12-05,WWE,Kit Wilson vs. Shinsuke Nakamura,5.27,10,,Kit Wilson,Shinsuke Nakamura
W8052,2025-12-05,WWE,Carmelo Hayes vs. Ilja Dragunov,7.21,155,3.5,Carmelo Hayes,Ilja Dragunov
W8051,2025-12-05,WWE,Gunther vs. LA Knight,8.12,212,4.25,Gunther,LA Knight
W8050,2025-12-02,WWE,Josh Briggs vs. Tavion Heights,5.6,52,,Josh Briggs,Tavion Heights
W8049,2025-12-02,WWE,"Fallon Henley, Jacy Jayne & Lainey Reid vs. Kendal Grey, Lola Vice & Sol Ruca",7.25,75,3.5,"Fallon Henley, Jacy Jayne & Lainey Reid","Kendal Grey, Lola Vice & Sol Ruca"
W8048,2025-12-02,WWE,"Cutler James, Dion Lennox, Osiris Griffin & Saquon Shugars vs. Je'Von Evans, Joe Hendry, Leon Slater & Myles Borne",6.67,56,3.5,"Cutler James, Dion Lennox, Osiris Griffin & Saquon Shugars","Je'Von Evans, Joe Hendry, Leon Slater & Myles Borne"
W8047,2025-12-01,WWE,Alexa Bliss & Charlotte Flair vs. IYO SKY & Rhea Ripley,7.41,159,3.5,Alexa Bliss & Charlotte Flair,IYO SKY & Rhea Ripley
W8046,2025-12-01,WWE,Otis vs. Rusev,,,,Otis,Rusev
W8045,2025-12-01,WWE,Jey Uso vs. LA Knight,6.25,141,3.5,Jey Uso,LA Knight
W8044,2025-12-01,WWE,AJ Styles & Dragon Lee   vs. Kofi Kingston & Xavier Woods,7.12,160,3.75,AJ Styles & Dragon Lee,Kofi Kingston & Xavier Woods
W8043,2025-12-01,WWE,Gunther vs. Solo Sikoa,8.13,273,4.25,Gunther,Solo Sikoa
W8042,2025-11-29,WWE,Dominik Mysterio vs. John Cena,5.69,396,3.25,Dominik Mysterio,John Cena
W8041,2025-11-29,WWE,"Brock Lesnar, Bron Breakker, Bronson Reed, Drew McIntyre & Logan Paul vs. CM Punk, Cody Rhodes, Jey Uso, Jimmy Uso & Roman Reigns",5.5,390,4.25,"Brock Lesnar, Bron Breakker, Bronson Reed, Drew McIntyre & Logan Paul","CM Punk, Cody Rhodes, Jey Uso, Jimmy Uso & Roman Reigns"
W8040,2025-11-29,WWE,Nikki Bella vs. Stephanie Vaquer,4.36,338,1.25,Nikki Bella,Stephanie Vaquer
W8039,2025-11-29,WWE,"AJ Lee, Alexa Bliss, Charlotte Flair, IYO SKY & Rhea Ripley vs. Asuka, Becky Lynch, Kairi Sane, Lash Legend & Nia Jax",5.23,373,2.75,"AJ Lee, Alexa Bliss, Charlotte Flair, IYO SKY & Rhea Ripley","Asuka, Becky Lynch, Kairi Sane, Lash Legend & Nia Jax"
W8038,2025-11-24,WWE,Akira Tozawa & Otis vs. Brutus Creed & Julius Creed,,,,Akira Tozawa & Otis,Brutus Creed & Julius Creed
W8037,2025-11-24,WWE,Ivy Nile vs. Thea Hail,,,,Ivy Nile,Thea Hail
W8036,2025-11-24,WWE,JD McDonagh vs. Rey Mysterio,6.52,98,,JD McDonagh,Rey Mysterio
W8035,2025-11-24,WWE,Drew McIntyre & Logan Paul vs. Jey Uso & Jimmy Uso,5.04,95,,Drew McIntyre & Logan Paul,Jey Uso & Jimmy Uso
W8034,2025-11-24,WWE,Carmelo Hayes vs. Gunther,8.14,245,4.25,Carmelo Hayes,Gunther
W8033,2025-11-21,WWE,Finn Balor vs. Penta,6.4,110,,Finn Balor,Penta
W8032,2025-11-21,WWE,Bronson Reed vs. Carmelo Hayes,7.34,140,,Bronson Reed,Carmelo Hayes
W8031,2025-11-21,WWE,Axiom & Nathan Frazer vs. Johnny Gargano & Tommaso Ciampa,6.63,105,,Axiom & Nathan Frazer,Johnny Gargano & Tommaso Ciampa
W8030,2025-11-21,WWE,"Alex Shelley, Chris Sabin, Rey Fenix  , Sami Zayn & Shinsuke Nakamura vs. JC Mateo, Solo Sikoa, Talla Tonga, Tama Tonga & Tonga Loa",6.47,102,,"Alex Shelley, Chris Sabin, Rey Fenix  , Sami Zayn & Shinsuke Nakamura","JC Mateo, Solo Sikoa, Talla Tonga, Tama Tonga & Tonga Loa"
W8029,2025-11-21,WWE,LA Knight vs. The Miz,5.4,87,,LA Knight,The Miz
W8028,2025-11-21,WWE,Asuka vs. Charlotte Flair,6.26,88,,Asuka,Charlotte Flair
W8027,2025-11-21,WWE,Jey Uso vs. Rusev,3.65,92,,Jey Uso,Rusev
W8026,2025-11-21,WWE,Ilja Dragunov vs. JD McDonagh,8.28,228,4.25,Ilja Dragunov,JD McDonagh
W8025,2025-11-18,WWE,Myles Borne vs. Trick Williams,5.27,65,,Myles Borne,Trick Williams
W8024,2025-11-18,WWE,Dion Lennox & Osiris Griffin vs. Je'Von Evans & Leon Slater,6.47,85,,Dion Lennox & Osiris Griffin,Je'Von Evans & Leon Slater
W8023,2025-11-18,WWE,Jackson Drake vs. Sean Legacy,6.87,75,3.75,Jackson Drake,Sean Legacy
W8022,2025-11-18,WWE,Jordynne Grace vs. Kelani Jordan vs. Lei Ying Lee,7.12,72,,Jordynne Grace,"Kelani Jordan, Lei Ying Lee,"
W8021,2025-11-18,WWE,Kendal Grey vs. Lainey Reid,6.77,78,,Kendal Grey,Lainey Reid
W8020,2025-11-18,WWE,Chelsea Green & Ethan Page vs. Joe Hendry & Thea Hail,6.19,88,,Chelsea Green & Ethan Page,Joe Hendry & Thea Hail
W8019,2025-11-18,WWE,Fallon Henley vs. Zaria,5.3,68,,Fallon Henley,Zaria
W8018,2025-11-18,WWE,Jacy Jayne vs. Tatum Paxley,7.24,109,,Jacy Jayne,Tatum Paxley
W8017,2025-11-18,WWE,Blake Monroe vs. Sol Ruca,7.35,119,,Blake Monroe,Sol Ruca
W8016,2025-11-17,WWE,Dolph Ziggler vs. Solo Sikoa,6.25,172,,Dolph Ziggler,Solo Sikoa
W8015,2025-11-17,WWE,Becky Lynch vs. Maxxine Dupri,5.93,165,,Becky Lynch,Maxxine Dupri
W8014,2025-11-17,WWE,Otis vs. Rusev,5.22,8,,Otis,Rusev
W8013,2025-11-17,WWE,"Dominik Mysterio, Finn Balor & JD McDonagh vs. John Cena, Rey Mysterio & Sheamus",7.4,230,3.5,"Dominik Mysterio, Finn Balor & JD McDonagh","John Cena, Rey Mysterio & Sheamus"
W8012,2025-11-17,WWE,Gunther vs. Je'Von Evans,8.19,319,4.25,Gunther,Je'Von Evans
W8011,2025-11-14,WWE,Charlie Dempsey vs. Timothy Thatcher,7.8,59,,Charlie Dempsey,Timothy Thatcher
W8010,2025-11-14,WWE,Chantel Monroe vs. Wendy Choo,6.25,15,,Chantel Monroe,Wendy Choo
W8009,2025-11-14,WWE,Bronson Reed vs. Cody Rhodes,4.03,113,,Bronson Reed,Cody Rhodes
W8008,2025-11-14,WWE,"Aaron Rourke, Cappuccino Jones & Eli Knight vs. Brad Baylor, Jackson Drake & Ricky Smokes",6.65,22,,"Aaron Rourke, Cappuccino Jones & Eli Knight","Brad Baylor, Jackson Drake & Ricky Smokes"
W8007,2025-11-14,WWE,"Aaron Rourke, Cappuccino Jones, Marcus Mathers, Mike Cunningham & Sam Holloway vs. Braxton Cole, Brooks Jensen, Kam Hendrix & Keanu Carver",6.3,9,,"Aaron Rourke, Cappuccino Jones, Marcus Mathers, Mike Cunningham & Sam Holloway","Braxton Cole, Brooks Jensen, Kam Hendrix & Keanu Carver"
W8006,2025-11-14,WWE,Jackson Drake vs. Sean Legacy,8.06,31,,Jackson Drake,Sean Legacy
W8005,2025-11-14,WWE,LA Knight vs. Zack Ryder,6.14,124,,LA Knight,Zack Ryder
W8004,2025-11-14,WWE,Sean Legacy vs. Tate Wilder,5.5,13,,Sean Legacy,Tate Wilder
W8003,2025-11-14,WWE,Dante Chen vs. Drake Morreaux,4.71,13,,Dante Chen,Drake Morreaux
W8002,2025-11-14,WWE,Axiom vs. Ilja Dragunov,7.55,192,,Axiom,Ilja Dragunov
W8001,2025-11-14,WWE,Jey Uso vs. The Miz,5.58,129,,Jey Uso,The Miz
W8000,2025-11-11,WWE,Alba Fyre vs. Thea Hail,6.06,53,,Alba Fyre,Thea Hail
W7999,2025-11-11,WWE,Ricky Saints vs. Trick Williams,7.93,124,4.25,Ricky Saints,Trick Williams
W7998,2025-11-11,WWE,Josh Briggs vs. Tavion Heights,5.85,53,3.5,Josh Briggs,Tavion Heights
W7997,2025-11-10,WWE,Raquel Rodriguez vs. Stephanie Vaquer,5.81,122,,Raquel Rodriguez,Stephanie Vaquer
W7996,2025-11-10,WWE,Alexa Bliss & Charlotte Flair vs. Asuka & Kairi Sane,7.08,151,,Alexa Bliss & Charlotte Flair,Asuka & Kairi Sane
W7995,2025-11-10,WWE,Sheamus vs. Shinsuke Nakamura,6.5,124,,Sheamus,Shinsuke Nakamura
W7994,2025-11-10,WWE,Dominik Mysterio vs. John Cena,7.21,247,3.5,Dominik Mysterio,John Cena
W7993,2025-11-10,WWE,Damian Priest vs. Rusev,5.19,133,,Damian Priest,Rusev
W7992,2025-11-10,WWE,Akira Tozawa & Otis vs. Kofi Kingston & Xavier Woods,,,,Akira Tozawa & Otis,Kofi Kingston & Xavier Woods
W7991,2025-11-07,WWE,Charlotte Flair vs. Nia Jax,4.55,96,,Charlotte Flair,Nia Jax
W7990,2025-11-07,WWE,Rey Fenix   vs. Talla Tonga,4.38,92,,Rey Fenix,Talla Tonga
W7989,2025-11-07,WWE,Aleister Black vs. Cody Rhodes,5.94,88,,Aleister Black,Cody Rhodes
W7988,2025-11-07,WWE,Carmelo Hayes vs. Kit Wilson,5.79,13,,Carmelo Hayes,Kit Wilson
W7987,2025-11-07,WWE,Ilja Dragunov vs. Johnny Gargano,7.13,175,3.75,Ilja Dragunov,Johnny Gargano
W7986,2025-11-04,WWE,"Fallon Henley, Jacy Jayne & Lainey Reid vs. Izzi Dame, Lola Vice & Tatum Paxley",6.88,74,,"Fallon Henley, Jacy Jayne & Lainey Reid","Izzi Dame, Lola Vice & Tatum Paxley"
W7985,2025-11-04,WWE,El Grande Americano  vs. Josh Briggs,5.87,51,,El Grande Americano,Josh Briggs
W7984,2025-11-04,WWE,Je'Von Evans vs. Saquon Shugars,7.01,74,,Je'Von Evans,Saquon Shugars
W7983,2025-11-03,WWE,AJ Styles & Dragon Lee   vs. Finn Balor & JD McDonagh,7.37,123,,AJ Styles & Dragon Lee,Finn Balor & JD McDonagh
W7982,2025-11-03,WWE,Grayson Waller vs. Otis,,,,Grayson Waller,Otis
W7981,2025-11-03,WWE,Bron Breakker & Bronson Reed vs. CM Punk & Jey Uso,4.44,96,,Bron Breakker & Bronson Reed,CM Punk & Jey Uso
W7980,2025-11-03,WWE,Asuka & Kairi Sane vs. Bayley & Lyra Valkyria,7.53,132,,Asuka & Kairi Sane,Bayley & Lyra Valkyria
W7979,2025-11-03,WWE,Nikki Bella & Stephanie Vaquer vs. Raquel Rodriguez & Roxanne Perez,5.79,104,,Nikki Bella & Stephanie Vaquer,Raquel Rodriguez & Roxanne Perez
W7978,2025-11-03,WWE,El Grande Americano  vs. Penta,6.26,96,,El Grande Americano,Penta
W7977,2025-11-01,WWE,Dominik Mysterio vs. Penta vs. Rusev,6.67,226,3.5,Dominik Mysterio,"Penta, Rusev,"
W7976,2025-11-01,WWE,CM Punk vs. Jey Uso,5.4,276,4,CM Punk,Jey Uso
W7975,2025-11-01,WWE,Cody Rhodes vs. Drew McIntyre,6.05,247,3.75,Cody Rhodes,Drew McIntyre
W7974,2025-11-01,WWE,Jade Cargill vs. Tiffany Stratton,4.07,233,1.75,Jade Cargill,Tiffany Stratton
W7973,2025-10-31,WWE,Kiana James vs. Michin,,,,Kiana James,Michin
W7972,2025-10-31,WWE,Alexa Bliss vs. Nia Jax,4.11,81,,Alexa Bliss,Nia Jax
W7971,2025-10-31,WWE,Alex Shelley & Chris Sabin vs. JC Mateo & Tama Tonga,5.33,72,,Alex Shelley & Chris Sabin,JC Mateo & Tama Tonga
W7970,2025-10-31,WWE,Ilja Dragunov vs. Nathan Frazer,8.49,243,4.5,Ilja Dragunov,Nathan Frazer
W7969,2025-10-28,WWE,Myles Borne vs. Tavion Heights,6.08,50,,Myles Borne,Tavion Heights
W7968,2025-10-28,WWE,Jordynne Grace vs. Kelani Jordan,6.86,77,,Jordynne Grace,Kelani Jordan
W7967,2025-10-28,WWE,Kendal Grey vs. Lash Legend,6.54,64,,Kendal Grey,Lash Legend
W7966,2025-10-27,WWE,Penta vs. Rusev,6.19,103,,Penta,Rusev
W7965,2025-10-27,WWE,Nikki Bella vs. Roxanne Perez,5.63,100,,Nikki Bella,Roxanne Perez
W7964,2025-10-27,WWE,Bron Breakker vs. LA Knight,6.62,102,,Bron Breakker,LA Knight
W7963,2025-10-27,WWE,Akira Tozawa & Otis vs. Bronco Nima & Lucien Price,5.56,8,,Akira Tozawa & Otis,Bronco Nima & Lucien Price
W7962,2025-10-27,WWE,Alexa Bliss & Charlotte Flair vs. Bayley & Lyra Valkyria,8.13,205,4.25,Alexa Bliss & Charlotte Flair,Bayley & Lyra Valkyria
W7961,2025-10-27,WWE,JD McDonagh vs. Sheamus,7.4,138,3.5,JD McDonagh,Sheamus
W7960,2025-10-25,WWE,Jacy Jayne vs. Tatum Paxley,7.69,194,3.75,Jacy Jayne,Tatum Paxley
W7959,2025-10-25,WWE,Ricky Saints vs. Trick Williams,5.28,161,3.25,Ricky Saints,Trick Williams
W7958,2025-10-25,WWE,Brother Nero & Matt Hardy vs. Dion Lennox & Osiris Griffin,5.89,173,4.25,Brother Nero & Matt Hardy,Dion Lennox & Osiris Griffin
W7957,2025-10-25,WWE,Je'Von Evans & Leon Slater vs. La Parka     & Mr. Iguana,6.67,179,2.75,Je'Von Evans & Leon Slater,La Parka     & Mr. Iguana
W7956,2025-10-25,WWE,Blake Monroe vs. Zaria,6.11,171,3.5,Blake Monroe,Zaria
W7955,2025-10-25,WWE,El Hijo de Dr. Wagner Jr. vs. Ethan Page,8.07,222,4.25,El Hijo de Dr. Wagner Jr.,Ethan Page
W7954,2025-10-24,WWE,Angel    & Berto  vs. Angelo Dawkins & Montez Ford,,,,Angel    & Berto,Angelo Dawkins & Montez Ford
W7953,2025-10-24,WWE,Kiana James vs. Tiffany Stratton,6.05,100,,Kiana James,Tiffany Stratton
W7952,2025-10-24,WWE,Aleister Black vs. Ilja Dragunov,7.44,178,3.5,Aleister Black,Ilja Dragunov
W7951,2025-10-24,WWE,JC Mateo & Tama Tonga vs. Rey Fenix   & Shinsuke Nakamura,5.52,94,3.5,JC Mateo & Tama Tonga,Rey Fenix   & Shinsuke Nakamura
W7950,2025-10-24,WWE,Drew McIntyre vs. Jimmy Uso,6.7,93,3.75,Drew McIntyre,Jimmy Uso
W7949,2025-10-21,WWE,Channing Lorenzo vs. Leon Slater,5.82,56,,Channing Lorenzo,Leon Slater
W7948,2025-10-21,WWE,Izzi Dame & Tatum Paxley vs. Jacy Jayne & Lainey Reid,6.38,60,,Izzi Dame & Tatum Paxley,Jacy Jayne & Lainey Reid
W7947,2025-10-20,WWE,Dominik Mysterio vs. Rusev,6.02,121,,Dominik Mysterio,Rusev
W7946,2025-10-20,WWE,AJ Styles & Dragon Lee   vs. Finn Balor & JD McDonagh,7.98,203,4.25,AJ Styles & Dragon Lee,Finn Balor & JD McDonagh
W7945,2025-10-20,WWE,Roxanne Perez vs. Stephanie Vaquer,6.58,117,,Roxanne Perez,Stephanie Vaquer
W7944,2025-10-20,WWE,Ivy Nile vs. Lyra Valkyria,6.57,13,,Ivy Nile,Lyra Valkyria
W7943,2025-10-20,WWE,Becky Lynch vs. Maxxine Dupri,6.5,131,,Becky Lynch,Maxxine Dupri
W7942,2025-10-20,WWE,AJ Styles vs. Akira Tozawa vs. Dominik Mysterio vs. Dragon Lee   vs. El Grande Americano  vs. Finn Balor vs. Grayson Waller vs. Ivar vs. JD McDonagh vs. Jey Uso vs. Jimmy Uso vs. Kofi Kingston vs. LA Knight vs. Otis vs. Penta vs. Rusev vs. Sheamus,6.17,137,,AJ Styles,"Akira Tozawa, Dominik Mysterio, Dragon Lee,El Grande Americano, Finn Balor, Grayson Waller, Ivar, JD McDonagh, Jey Uso, Jimmy Uso, Kofi Kingston, LA Knight, Otis, Penta, Rusev, Sheamus,"
W7941,2025-10-17,WWE,Brad Baylor & Ricky Smokes vs. Tate Wilder & Trill London,5.88,16,,Brad Baylor & Ricky Smokes,Tate Wilder & Trill London
W7940,2025-10-17,WWE,Ilja Dragunov vs. Sami Zayn,9.13,503,4.5,Ilja Dragunov,Sami Zayn
W7939,2025-10-17,WWE,Chantel Monroe vs. Kendal Grey,6.78,8,,Chantel Monroe,Kendal Grey
W7938,2025-10-17,WWE,Aaron Rourke & Marcus Mathers vs. Cappuccino Jones & Mike Cunningham,6.12,7,,Aaron Rourke & Marcus Mathers,Cappuccino Jones & Mike Cunningham
W7937,2025-10-17,WWE,Karmen Petrovic vs. Zena Sterling,4.62,7,,Karmen Petrovic,Zena Sterling
W7936,2025-10-17,WWE,Kali Armstrong vs. PJ Vasa,4.8,14,,Kali Armstrong,PJ Vasa
W7935,2025-10-17,WWE,Bronco Nima & Lucien Price vs. Harley Riggins & Jax Presley,5.4,14,,Bronco Nima & Lucien Price,Harley Riggins & Jax Presley
W7934,2025-10-17,WWE,Jackson Drake vs. Keanu Carver,6.88,16,,Jackson Drake,Keanu Carver
W7933,2025-10-17,WWE,Eli Knight vs. Sean Legacy,6.29,13,,Eli Knight,Sean Legacy
W7932,2025-10-17,WWE,Kit Wilson vs. Montez Ford,5.78,8,,Kit Wilson,Montez Ford
W7931,2025-10-17,WWE,Alexa Bliss & Charlotte Flair vs. Sol Ruca & Zaria,6.88,167,,Alexa Bliss & Charlotte Flair,Sol Ruca & Zaria
W7930,2025-10-17,WWE,Alex Shelley & Chris Sabin vs. Angel    & Berto,6.83,142,,Alex Shelley & Chris Sabin,Angel    & Berto
W7929,2025-10-13,WWE,Kairi Sane vs. Rhea Ripley,7.78,189,3.5,Kairi Sane,Rhea Ripley
W7928,2025-10-13,WWE,CM Punk vs. Jey Uso vs. LA Knight,6.75,139,3.75,CM Punk,"Jey Uso, LA Knight,"
W7927,2025-10-13,WWE,Dominik Mysterio vs. Penta,7.12,159,3.75,Dominik Mysterio,Penta
W7926,2025-10-13,WWE,Brutus Creed & Julius Creed vs. Erik & Ivar,5.8,9,,Brutus Creed & Julius Creed,Erik & Ivar
W7925,2025-10-13,WWE,Bayley & Lyra Valkyria vs. Raquel Rodriguez & Roxanne Perez,6.37,117,,Bayley & Lyra Valkyria,Raquel Rodriguez & Roxanne Perez
W7924,2025-10-13,WWE,Bronson Reed vs. Jimmy Uso,5.4,108,,Bronson Reed,Jimmy Uso
W7923,2025-10-11,WWE,Bronson Reed vs. Roman Reigns,6.39,432,3.5,Bronson Reed,Roman Reigns
W7922,2025-10-11,WWE,Stephanie Vaquer vs. Tiffany Stratton,6.95,460,3.25,Stephanie Vaquer,Tiffany Stratton
W7921,2025-10-11,WWE,AJ Styles vs. John Cena,8.97,766,4.75,AJ Styles,John Cena
W7920,2025-10-11,WWE,Asuka & Kairi Sane vs. IYO SKY & Rhea Ripley,7.55,443,4.25,Asuka & Kairi Sane,IYO SKY & Rhea Ripley
W7919,2025-10-11,WWE,Cody Rhodes vs. Seth Rollins,8.21,488,3.75,Cody Rhodes,Seth Rollins
W7918,2025-10-10,WWE,Giulia & Kiana James vs. Stephanie Vaquer & Tiffany Stratton,5.72,136,,Giulia & Kiana James,Stephanie Vaquer & Tiffany Stratton
W7917,2025-10-10,WWE,Angelo Dawkins & Montez Ford vs. Dexter Lumis & Joe Gacy,5.5,134,,Angelo Dawkins & Montez Ford,Dexter Lumis & Joe Gacy
W7916,2025-10-10,WWE,Grayson Waller vs. Rey Fenix,6.47,14,,Grayson Waller,Rey Fenix
W7915,2025-10-10,WWE,Sami Zayn vs. Shinsuke Nakamura,7.17,186,3.5,Sami Zayn,Shinsuke Nakamura
W7914,2025-10-10,WWE,Aleister Black vs. Damian Priest,7.98,218,3.75,Aleister Black,Damian Priest
W7913,2025-10-07,WWE,Blake Monroe vs. Zaria,6.18,60,,Blake Monroe,Zaria
W7912,2025-10-07,WWE,"Frankie Kazarian, Leon Slater, Mike Santana & Moose     vs. Je'Von Evans, Myles Borne, Ricky Saints & Trick Williams",6.83,132,3.75,"Frankie Kazarian, Leon Slater, Mike Santana & Moose","Je'Von Evans, Myles Borne, Ricky Saints & Trick Williams"
W7911,2025-10-07,WWE,Ethan Page vs. Mustafa Ali,8.18,206,4.25,Ethan Page,Mustafa Ali
